record_id,source_dataset,source_file,source_component,imputed_fields,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_seasons_area_after_bund_correction_ha,all_seasons_area_before_bund_correction_ha,all_seasons_areaafter_bund_correction_factor,all_seasons_areabefore_bund_correction_factor,all_seasons_production,all_seasons_yield,altitude,apparent_density,area_hectare,avg_temperature_celsius,boron,boron1,ca_mg,ca_mg1,calcium,calcium1,cane_yield_t_ha,cat_sat_ca,cat_sat_h,cat_sat_k,cat_sat_mg,cat_sat_na,ccci_s2,ccs_percent,ccs_yield_t_ha,cec,cec1,clay,climate_index,common_name,conductivity,crop_duration_days,crop_type,crop_year,cupper,cupper1,date,district,district_code,district_name,district_year,drought_tolerance,dvi_fusion,dvi_l8,dvi_l9,dvi_s2,evi_fusion,evi_l8,evi_l9,evi_s2,farm_id,farm_name,farm_rotun,fertilizer_name,field_capacity,final_evaluation,gndvi_fusion,gndvi_l8,gndvi_l9,gndvi_s2,growth_stage,height_stalk,humidity,iron,iron1,irrigation_frequency_per_month,k_mg,ketinggian_tebu,kharif_area_after_bund_correction_ha,kharif_area_before_bund_correction_ha,kharif_areaafter_bund_correction_factor,kharif_areabefore_bund_correction_factor,kharif_production,kharif_yield,latitude,light_intensity,longitude,magnesium,magnesium1,manganese,manganese1,maturity,mcari_l8,moisture,ndre_s2,ndvi,ndvi_fusion,ndvi_l8,ndvi_l9,ndvi_s2,ndvi_temp_fusion,ndvi_temp_l8,ndvi_temp_s2,ndwi_fusion,ndwi_l8,ndwi_l9,ndwi_s2,nitrogen,nitrogen_n_kg_per_acre,nitrogen_nitrate,notification_no,organic_matter,organic_matter1,original_file,pctclay,pctsand,pctsilt,permanent_wilting_point,pest_control_applied,phosphorous,phosphorus,phosphorus1,phosphorus_p_kg_per_acre,plant_age,planting_cycle,planting_season,potasium1,potassium,potassium_k_kg_per_acre,precipitation,production_tonnes,rabi_area_after_bund_correction_ha,rabi_area_before_bund_correction_ha,rabi_areaafter_bund_correction_factor,rabi_areabefore_bund_correction_factor,rabi_production,rabi_yield,rainfall_mm,ratooning_ability,reci_s2,recommended_states,red_rot_resistance,region,relative_humidity,rotun,rotun_tebu,rvi_fusion,rvi_l8,rvi_l9,rvi_s2,s_no,salinity_tolerance,sample_number,sand,savi_fusion,savi_l8,savi_l9,savi_s2,season,seed_variety,silt,slno,smut_resistance,sodium,sodium1,soil_ph,soil_ph1,soil_type,special_features,stalk_diameter,stalk_weight,state_code,state_name,sucrose_percent,sugarcane_irrigated_area_1000_ha,sulfur,sulfur1,summer_area_after_bund_correction_ha,summer_area_before_bund_correction_ha,summer_areaafter_bund_correction_factor,summer_areabefore_bund_correction_factor,summer_production,summer_yield,sunlight_hours_per_day,system_index,temp_humidity_interaction,temperature,temperature_humidity_interaction,texture1,total_stalk,type,variety,variety_name,vegetation_health,vegetation_health_fusion,vegetation_health_l8,vegetation_health_s2,water_stress_index,waterlogging_tolerance,wdrvi_fusion,wdrvi_l9,wdrvi_s2,year,year_of_release,yield_quintal_per_acre,yield_t_ha,yield_tons_per_hectare,zinc,zinc1,zone
training_15138,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.901941106094853,,78.46141177743185,,,,,,,,,0.5187882318671716,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15139,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.868799647800882,,78.42456159970543,,,,,,,,,0.770960613544781,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15140,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.891020139211312,,78.46209444053903,,,,,,,,,0.7467488021902806,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15141,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.876997177012232,,78.4801455368306,,,,,,,,,0.8238112790269074,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15142,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.897768224949164,,78.42890524007086,,,,,,,,,0.8130348913759052,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15143,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89511005435991,,78.47479078023603,,,,,,,,,0.7677085259848345,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15144,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.863884940409337,,78.43887940993872,,,,,,,,,0.701510333863275,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15145,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.90226209892406,,78.42968575360494,,,,,,,,,0.4702380952380952,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15146,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.867714700360525,,78.44730049708431,,,,,,,,,0.3840067815767166,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15147,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88939651562572,,78.45369271358553,,,,,,,,,0.7077969043830464,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15148,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.896869251823968,,78.44817079791214,,,,,,,,,0.5290482076637825,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15149,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.882224475910489,,78.43944687918966,,,,,,,,,0.5156838143036386,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15150,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.888067830542797,,78.44429463844317,,,,,,,,,0.7737665463297232,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15151,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.895441040904071,,78.45624581362247,,,,,,,,,0.7985917799246766,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15152,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.898586649182734,,78.42455391722164,,,,,,,,,0.8008958243028464,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15153,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9029086878197,,78.43220430143705,,,,,,,,,0.6917950853810912,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15154,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.882295656100382,,78.41854614674222,,,,,,,,,0.6420150053590568,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15155,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.872087059144224,,78.4276559045818,,,,,,,,,0.7742567788304475,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15156,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.866706641232126,,78.42471516583194,,,,,,,,,0.735581188997338,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15157,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.892766347484477,,78.45890455720586,,,,,,,,,0.7921810699588477,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15158,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.878135803340818,,78.42714663762544,,,,,,,,,0.7601101359490621,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15159,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86830589000851,,78.43045556541466,,,,,,,,,0.7883746298893564,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15160,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.882784455305426,,78.43347520543882,,,,,,,,,0.78455522971652,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15161,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.875376861788542,,78.46686549448656,,,,,,,,,0.4881907819307498,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15162,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.882844618135826,,78.48289301436569,,,,,,,,,0.8358084431837143,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15163,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.867980853311275,,78.4502815074906,,,,,,,,,0.5020758001874916,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15164,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86449661882291,,78.44469422210454,,,,,,,,,0.7626774847870182,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15165,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.892213817539222,,78.43795025295033,,,,,,,,,0.6084841408834404,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15166,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.886042067693818,,78.4506908402098,,,,,,,,,0.8146931265606518,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15167,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.875021492948187,,78.45838421649329,,,,,,,,,0.7088502894954508,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15168,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.895481481777866,,78.47963712279137,,,,,,,,,0.7976506252368322,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15169,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.878901273861036,,78.48213892896845,,,,,,,,,0.827573110520319,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15170,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.862088857021892,,78.41529881874354,,,,,,,,,0.4972289327838567,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15171,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.871763357875013,,78.47923664347375,,,,,,,,,0.8018741633199464,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_15172,training,master_sugarcane_training_dataset.csv,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.901357730786607,,78.42638609460836,,,,,,,,,0.7229113734867733,,,,,,,,,,,,,,,,,,NDVI_tamil_nadu_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.0,,,,,,,,,,,,,,,,,,,,,,,,,
