date,farm_id,farm_name,latitude,longitude,altitude,farm_rotun,planting_cycle,growth_stage,rotun_tebu,temperature,light_intensity,relative_humidity,precipitation,variety,ndvi_l8,gndvi_l8,ndwi_l8,mcari_l8,rvi_l8,dvi_l8,evi_l8,savi_l8,ndvi_s2,gndvi_s2,ndwi_s2,ndre_s2,reci_s2,ccci_s2,rvi_s2,dvi_s2,evi_s2,savi_s2,wdrvi_s2,ndvi_fusion,gndvi_fusion,ndwi_fusion,rvi_fusion,dvi_fusion,evi_fusion,savi_fusion,temp_humidity_interaction,water_stress_index,climate_index,ketinggian_tebu,vegetation_health_l8,vegetation_health_s2,vegetation_health_fusion,ndvi_temp_l8,ndvi_temp_s2,ndvi_temp_fusion
2023-01-14,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,26.4,13.1,74.5,17.7,1,0.785,0.782,0.074,1.152,3.806,0.283,0.616,0.699,0.832,0.792,0.091,0.382,2.357,1.543,3.78,0.321,0.718,0.755,0.185,0.813,0.788,0.084,3.79,0.306,0.677,0.733,19.68,0.645,0.416,212.0,0.7,0.768333333,0.741,20.724,21.9648,21.4632
2023-01-21,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,27.6,16.5,78.9,36.8,1,0.753,0.746,0.099,1.215,3.35,0.246,0.604,0.709,0.772,0.745,0.125,0.379,2.043,1.145,3.566,0.292,0.617,0.72,0.168,0.765,0.745,0.113,3.48,0.274,0.612,0.715,21.8,1.285,0.448,218.5,0.688666667,0.703,0.697333333,20.7828,21.3072,21.114
2023-01-28,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,25.3,16.7,71.6,12.4,1,0.803,0.796,0.103,1.351,3.614,0.294,0.628,0.71,0.804,0.79,0.115,0.407,2.367,1.606,3.884,0.295,0.661,0.749,0.157,0.804,0.793,0.109,3.776,0.294,0.648,0.733,18.08,0.473,0.412,225.0,0.713666667,0.738,0.728333333,20.3159,20.3412,20.3412
2023-02-04,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,26.2,14.3,78.5,17.9,1,0.787,0.777,0.084,1.336,3.922,0.291,0.556,0.752,0.783,0.778,0.102,0.352,2.389,1.635,3.739,0.297,0.659,0.724,0.155,0.785,0.778,0.094,3.812,0.295,0.618,0.735,20.57,0.66,0.436,231.5,0.698333333,0.722,0.712666667,20.6194,20.5146,20.567
2023-02-11,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,26.0,15.2,80.4,10.8,1,0.79,0.791,0.045,1.419,3.508,0.265,0.623,0.737,0.8,0.808,0.041,0.39,2.313,1.421,3.591,0.291,0.626,0.751,0.172,0.796,0.801,0.043,3.558,0.28,0.625,0.745,20.92,0.398,0.445,238.0,0.716666667,0.725666667,0.722,20.54,20.8,20.696
2023-02-18,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,24.6,14.9,79.2,27.9,1,0.795,0.78,0.134,1.168,3.919,0.284,0.59,0.716,0.77,0.795,0.114,0.386,2.423,1.326,4.319,0.279,0.625,0.695,0.132,0.78,0.789,0.123,4.159,0.281,0.611,0.703,19.51,1.088,0.435,244.5,0.700333333,0.696666667,0.698,19.557,18.942,19.188
2023-02-25,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,26.4,12.9,79.3,15.3,1,0.817,0.797,0.122,1.229,3.554,0.304,0.67,0.736,0.833,0.8,0.121,0.385,2.445,1.626,4.001,0.315,0.692,0.748,0.138,0.827,0.799,0.122,3.822,0.311,0.683,0.743,20.92,0.56,0.435,251.0,0.741,0.757666667,0.751,21.5688,21.9912,21.8328
2023-03-04,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,25.9,14.4,81.8,3.4,1,0.773,0.759,0.098,1.242,3.911,0.263,0.65,0.754,0.767,0.747,0.101,0.406,2.402,1.309,3.819,0.288,0.618,0.717,0.159,0.769,0.752,0.1,3.856,0.278,0.631,0.732,21.22,0.127,0.448,257.5,0.725666667,0.700666667,0.710666667,20.0207,19.8653,19.9171
2023-03-11,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,26.6,15.8,79.7,8.6,1,0.777,0.789,0.132,1.193,3.769,0.27,0.655,0.732,0.755,0.794,0.113,0.419,2.494,1.332,3.754,0.277,0.632,0.715,0.122,0.764,0.792,0.122,3.76,0.274,0.641,0.722,21.19,0.313,0.446,264.0,0.721333333,0.700666667,0.709,20.6682,20.083,20.3224
2023-03-18,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,28.6,14.7,82.6,10.5,1,0.823,0.803,0.095,1.498,3.888,0.282,0.663,0.747,0.82,0.807,0.077,0.394,2.635,1.257,4.221,0.287,0.629,0.744,0.159,0.821,0.805,0.085,4.088,0.285,0.643,0.745,23.64,0.354,0.46,270.5,0.744333333,0.731,0.736333333,23.5378,23.452,23.4806
2023-03-25,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,26.8,13.5,78.8,14.2,1,0.805,0.788,0.054,1.257,3.86,0.293,0.596,0.723,0.798,0.797,0.066,0.41,2.317,1.631,3.553,0.282,0.623,0.734,0.16,0.801,0.793,0.06,3.676,0.286,0.612,0.729,21.1,0.51,0.436,277.0,0.708,0.718333333,0.714,21.574,21.3864,21.4668
2023-04-01,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,29.6,15.2,84.3,4.2,1,0.83,0.795,0.046,1.19,4.391,0.297,0.75,0.736,0.825,0.794,0.067,0.401,2.514,1.539,4.019,0.3,0.673,0.755,0.156,0.827,0.794,0.057,4.168,0.299,0.704,0.747,24.93,0.136,0.472,283.5,0.772,0.751,0.759333333,24.568,24.42,24.4792
2023-04-08,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,grand_growth,2,30.1,13.5,80.8,9.1,1,0.819,0.82,-0.008,1.294,3.708,0.291,0.628,0.767,0.837,0.826,0.004,0.398,2.381,1.65,3.852,0.321,0.678,0.78,0.191,0.83,0.824,-0.001,3.795,0.309,0.658,0.775,24.3,0.294,0.454,290.0,0.738,0.765,0.754333333,24.6519,25.1937,24.983
2023-04-15,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.0,15.6,81.0,16.9,1,0.848,0.829,0.086,1.244,4.132,0.298,0.648,0.739,0.823,0.82,0.098,0.435,2.625,1.606,3.973,0.311,0.682,0.793,0.154,0.833,0.824,0.093,4.036,0.306,0.669,0.772,22.69,0.582,0.455,296.5,0.745,0.766,0.758,23.744,23.044,23.324
2023-04-22,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.9,14.6,83.9,29.2,1,0.822,0.8,0.064,1.257,3.864,0.275,0.613,0.752,0.84,0.802,0.081,0.412,2.497,1.402,3.661,0.326,0.717,0.745,0.162,0.833,0.801,0.073,3.743,0.305,0.675,0.748,24.28,0.974,0.466,303.0,0.729,0.767333333,0.752,23.7558,24.276,24.0737
2023-04-29,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,27.5,14.1,84.9,13.0,1,0.838,0.821,0.071,1.345,4.033,0.294,0.669,0.762,0.836,0.829,0.055,0.404,2.625,1.366,3.646,0.31,0.643,0.743,0.17,0.836,0.826,0.062,3.801,0.303,0.653,0.751,23.34,0.457,0.464,309.5,0.756333333,0.740666667,0.746666667,23.045,22.99,22.99
2023-05-06,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,30.5,16.0,85.9,0.9,1,0.815,0.808,0.003,1.249,3.954,0.279,0.608,0.741,0.854,0.804,0.027,0.404,2.567,1.669,4.088,0.313,0.718,0.823,0.168,0.838,0.806,0.016,4.034,0.3,0.674,0.79,26.2,0.028,0.483,316.0,0.721333333,0.798333333,0.767333333,24.8575,26.047,25.559
2023-05-13,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.6,15.7,80.9,1.1,1,0.803,0.794,0.072,1.211,3.804,0.27,0.647,0.735,0.8,0.811,0.059,0.406,2.63,1.489,3.894,0.285,0.69,0.733,0.158,0.802,0.804,0.065,3.858,0.279,0.673,0.734,23.17,0.036,0.457,322.5,0.728333333,0.741,0.736333333,22.9658,22.88,22.9372
2023-05-20,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.0,15.2,84.6,8.4,1,0.866,0.883,0.044,1.198,4.005,0.325,0.635,0.776,0.878,0.883,0.05,0.413,2.434,1.556,3.876,0.325,0.71,0.799,0.174,0.873,0.883,0.048,3.928,0.325,0.68,0.789,23.67,0.289,0.468,329.0,0.759,0.795666667,0.780666667,24.248,24.584,24.444
2023-05-27,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.3,16.6,77.2,2.2,1,0.876,0.862,0.036,1.195,4.032,0.321,0.689,0.787,0.896,0.865,0.013,0.436,2.878,1.591,3.524,0.335,0.73,0.788,0.149,0.888,0.864,0.023,3.728,0.329,0.714,0.787,21.85,0.076,0.443,335.5,0.784,0.804666667,0.796333333,24.7908,25.3568,25.1304
2023-06-03,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.5,14.7,76.1,3.2,1,0.855,0.822,0.041,1.319,3.95,0.298,0.742,0.788,0.873,0.82,0.044,0.417,2.703,1.556,4.199,0.324,0.715,0.862,0.158,0.866,0.821,0.043,4.1,0.314,0.726,0.832,21.67,0.108,0.434,342.0,0.795,0.816666667,0.808,24.3675,24.8805,24.681
2023-06-10,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,30.0,16.3,76.0,0.5,1,0.871,0.851,0.072,1.148,3.766,0.303,0.662,0.74,0.871,0.858,0.092,0.414,2.692,1.667,4.445,0.32,0.67,0.803,0.153,0.871,0.856,0.083,4.173,0.313,0.666,0.778,22.8,0.016,0.443,348.5,0.757666667,0.781333333,0.771666667,26.13,26.13,26.13
2023-06-17,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.6,15.2,81.7,0.5,1,0.872,0.857,0.079,1.283,3.957,0.301,0.693,0.765,0.864,0.865,0.063,0.416,2.74,1.511,4.326,0.315,0.682,0.763,0.186,0.867,0.862,0.07,4.178,0.31,0.686,0.764,23.39,0.017,0.458,355.0,0.776666667,0.769666667,0.772333333,24.9392,24.7104,24.7962
2023-06-24,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,29.7,16.7,72.0,2.0,1,0.85,0.846,0.069,1.342,3.752,0.317,0.683,0.734,0.851,0.834,0.093,0.405,2.62,1.48,3.929,0.3,0.713,0.809,0.149,0.851,0.839,0.083,3.858,0.307,0.701,0.779,21.41,0.066,0.427,361.5,0.755666667,0.791,0.777,25.245,25.2747,25.2747
2023-07-01,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,29.9,15.8,75.9,0.4,1,0.9,0.869,0.03,1.348,3.321,0.331,0.721,0.778,0.89,0.879,0.039,0.459,2.431,1.634,4.298,0.335,0.758,0.804,0.171,0.894,0.875,0.035,3.907,0.333,0.743,0.794,22.73,0.013,0.441,367.8,0.799666667,0.817333333,0.810333333,26.91,26.611,26.7306
2023-07-08,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.7,15.6,76.5,2.9,1,0.876,0.88,0.066,1.328,3.635,0.296,0.729,0.774,0.873,0.889,0.05,0.431,2.557,1.573,4.016,0.319,0.689,0.813,0.158,0.874,0.885,0.057,3.864,0.31,0.705,0.797,21.99,0.097,0.439,374.5,0.793,0.791666667,0.792,25.1412,25.0551,25.0838
2023-07-15,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,28.4,15.6,71.9,4.8,1,0.86,0.84,0.102,1.328,4.448,0.313,0.661,0.798,0.887,0.856,0.117,0.45,2.504,1.462,4.097,0.315,0.761,0.811,0.191,0.876,0.85,0.11,4.237,0.314,0.721,0.806,20.4,0.163,0.42,379.7,0.773,0.819666667,0.801,24.424,25.1908,24.8784
2023-07-22,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,maturation,2,29.7,17.9,69.5,2.7,1,0.897,0.882,0.069,1.333,3.804,0.31,0.776,0.874,0.9,0.887,0.063,0.419,2.434,1.517,4.758,0.347,0.757,0.809,0.188,0.899,0.885,0.066,4.376,0.332,0.764,0.835,20.67,0.087,0.421,384.4,0.849,0.822,0.832666667,26.6409,26.73,26.7003
2023-07-29,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,25.7,17.1,73.1,4.2,1,0.877,0.858,0.044,1.299,3.968,0.288,0.747,0.765,0.868,0.855,0.042,0.453,2.595,1.653,4.199,0.323,0.719,0.76,0.163,0.872,0.856,0.043,4.106,0.309,0.731,0.762,18.78,0.159,0.421,389.1,0.796333333,0.782333333,0.788333333,22.5389,22.3076,22.4104
2023-08-05,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,32.5,19.0,67.0,1.5,1,0.801,0.795,0.011,1.215,3.792,0.291,0.608,0.737,0.806,0.798,0.025,0.376,2.629,1.421,4.231,0.301,0.656,0.73,0.164,0.804,0.797,0.019,4.055,0.297,0.637,0.733,21.79,0.045,0.423,392.7,0.715333333,0.730666667,0.724666667,26.0325,26.195,26.13
2023-08-12,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,27.0,16.6,65.5,0.9,1,0.884,0.863,0.012,1.152,3.669,0.316,0.669,0.787,0.9,0.862,0.017,0.416,3.013,1.519,4.163,0.344,0.733,0.829,0.171,0.894,0.863,0.015,3.966,0.332,0.708,0.812,17.68,0.033,0.393,396.1,0.78,0.820666667,0.804666667,23.868,24.3,24.138
2023-08-19,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,28.0,16.7,72.7,0.5,1,0.822,0.784,0.06,1.333,4.118,0.264,0.651,0.713,0.83,0.779,0.069,0.41,2.116,1.385,4.024,0.308,0.645,0.733,0.158,0.827,0.781,0.065,4.062,0.29,0.647,0.725,20.33,0.018,0.425,399.0,0.728666667,0.736,0.733,23.016,23.24,23.156
2023-08-26,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,25.4,16.9,70.5,0.2,1,0.801,0.775,0.052,1.21,3.852,0.289,0.666,0.753,0.818,0.777,0.046,0.399,2.306,1.519,4.165,0.297,0.67,0.739,0.158,0.811,0.776,0.049,4.04,0.294,0.668,0.745,17.91,0.006,0.409,400.0,0.74,0.742333333,0.741333333,20.3454,20.7772,20.5994
2023-09-02,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,25.5,19.5,66.5,0.4,1,0.828,0.806,0.059,1.229,4.207,0.28,0.656,0.71,0.827,0.789,0.07,0.425,2.65,1.532,3.797,0.3,0.717,0.79,0.159,0.827,0.796,0.065,3.961,0.292,0.693,0.758,16.96,0.013,0.401,400.0,0.731333333,0.778,0.759333333,21.114,21.0885,21.0885
2023-09-09,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,28.0,18.9,71.2,0.7,1,0.833,0.826,0.05,1.187,3.666,0.295,0.624,0.753,0.847,0.836,0.029,0.443,2.855,1.608,3.811,0.311,0.693,0.784,0.162,0.841,0.832,0.039,3.753,0.304,0.665,0.772,19.92,0.025,0.425,400.0,0.736666667,0.774666667,0.759333333,23.324,23.716,23.548
2023-09-16,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,26.2,16.8,68.3,0.8,1,0.847,0.854,0.068,1.384,4.157,0.298,0.632,0.756,0.847,0.842,0.046,0.426,2.581,1.372,3.885,0.323,0.672,0.782,0.159,0.847,0.847,0.056,3.993,0.313,0.656,0.772,17.86,0.029,0.402,400.0,0.745,0.767,0.758333333,22.1914,22.1914,22.1914
2023-09-23,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,25.2,19.8,68.7,1.8,1,0.846,0.822,-0.016,1.325,3.971,0.307,0.685,0.763,0.868,0.834,-0.037,0.407,2.521,1.583,4.074,0.325,0.737,0.833,0.176,0.859,0.829,-0.027,4.033,0.317,0.716,0.805,17.33,0.07,0.41,400.0,0.764666667,0.812666667,0.793333333,21.3192,21.8736,21.6468
2023-09-30,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C2,ripening,2,26.1,21.4,65.0,1.9,1,0.778,0.769,0.124,1.176,3.789,0.263,0.625,0.681,0.799,0.771,0.11,0.416,2.495,1.642,3.65,0.299,0.674,0.727,0.131,0.791,0.77,0.117,3.706,0.284,0.655,0.708,16.93,0.07,0.402,400.0,0.694666667,0.733333333,0.718,20.3058,20.8539,20.6451
2022-12-31,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,25.8,17.0,66.7,12.2,1,0.205,0.188,0.052,0.852,2.354,0.076,0.112,0.124,0.188,0.184,0.06,0.139,2.045,0.914,2.567,0.063,0.167,0.175,0.009,0.195,0.185,0.057,2.482,0.068,0.145,0.155,17.21,0.455,0.395,24.3,0.147,0.176666667,0.165,5.289,4.8504,5.031
2023-01-07,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,24.7,17.0,74.7,7.6,1,0.272,0.238,0.062,0.888,2.489,0.097,0.206,0.234,0.276,0.239,0.045,0.215,2.144,0.913,2.162,0.101,0.208,0.227,0.021,0.274,0.238,0.053,2.293,0.099,0.207,0.23,18.46,0.295,0.424,25.9,0.237333333,0.237,0.237,6.7184,6.8172,6.7678
2023-01-14,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,23.6,15.6,68.9,7.8,1,0.25,0.208,0.051,0.834,2.459,0.111,0.233,0.202,0.237,0.235,0.067,0.215,1.799,0.978,1.993,0.089,0.196,0.2,0.001,0.242,0.224,0.06,2.179,0.098,0.211,0.201,16.26,0.317,0.393,28.0,0.228333333,0.211,0.218,5.9,5.5932,5.7112
2023-01-21,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,24.4,17.2,71.7,4.5,1,0.29,0.279,0.067,0.777,1.856,0.116,0.223,0.233,0.299,0.281,0.062,0.228,1.628,1.113,2.287,0.106,0.261,0.299,0.048,0.295,0.281,0.064,2.115,0.11,0.246,0.273,17.47,0.178,0.412,30.4,0.248666667,0.286333333,0.271333333,7.076,7.2956,7.198
2023-01-28,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,24.3,14.8,77.8,22.3,1,0.336,0.344,0.079,1.027,2.877,0.136,0.255,0.313,0.327,0.352,0.093,0.282,1.989,1.135,2.497,0.125,0.258,0.303,0.034,0.331,0.349,0.087,2.649,0.129,0.257,0.307,18.9,0.884,0.429,33.8,0.301333333,0.296,0.298333333,8.1648,7.9461,8.0433
2023-02-04,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,25.2,15.6,76.8,14.3,1,0.371,0.361,0.035,0.931,2.887,0.126,0.359,0.277,0.388,0.368,0.043,0.259,2.075,1.218,2.604,0.146,0.313,0.335,0.058,0.381,0.365,0.039,2.717,0.138,0.332,0.312,19.38,0.545,0.43,37.5,0.335666667,0.345333333,0.341666667,9.3492,9.7776,9.6012
2023-02-11,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,23.5,15.2,81.0,10.0,1,0.379,0.377,0.155,0.931,3.005,0.139,0.26,0.355,0.388,0.374,0.142,0.27,1.771,1.408,2.816,0.134,0.306,0.352,0.083,0.384,0.375,0.148,2.891,0.136,0.287,0.353,19.04,0.407,0.44,41.0,0.331333333,0.348666667,0.341333333,8.9065,9.118,9.024
2023-02-18,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,25.3,14.0,77.4,12.6,1,0.394,0.376,0.066,0.868,2.623,0.15,0.305,0.326,0.392,0.376,0.046,0.29,2.144,1.306,2.895,0.128,0.36,0.343,0.036,0.393,0.376,0.055,2.786,0.137,0.338,0.336,19.58,0.48,0.428,45.8,0.341666667,0.365,0.355666667,9.9682,9.9176,9.9429
2023-02-25,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,establishment,2,27.2,15.6,83.3,11.3,1,0.39,0.377,0.069,0.926,2.55,0.123,0.326,0.343,0.404,0.371,0.091,0.281,2.044,1.072,3.045,0.153,0.337,0.393,0.072,0.399,0.373,0.081,2.847,0.141,0.333,0.373,22.66,0.401,0.462,51.2,0.353,0.378,0.368333333,10.608,10.9888,10.8528
2023-03-04,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,25.3,14.1,80.9,3.0,1,0.455,0.457,0.06,0.991,3.283,0.158,0.426,0.398,0.49,0.447,0.068,0.279,2.312,1.118,3.144,0.176,0.425,0.437,0.098,0.476,0.451,0.064,3.2,0.169,0.425,0.422,20.46,0.114,0.442,56.4,0.426333333,0.450666667,0.441,11.5115,12.397,12.0428
2023-03-11,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,25.0,15.5,84.7,8.6,1,0.51,0.499,0.101,0.923,2.978,0.182,0.404,0.453,0.497,0.478,0.113,0.299,2.277,1.131,2.914,0.184,0.429,0.453,0.086,0.502,0.486,0.107,2.939,0.183,0.419,0.453,21.2,0.33,0.461,63.0,0.455666667,0.459666667,0.458,12.75,12.425,12.55
2023-03-18,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,26.5,14.9,80.2,21.0,1,0.517,0.505,0.111,0.949,3.598,0.181,0.381,0.465,0.517,0.533,0.126,0.302,2.098,1.36,3.398,0.168,0.44,0.477,0.06,0.517,0.521,0.119,3.478,0.173,0.417,0.472,21.24,0.765,0.445,73.5,0.454333333,0.478,0.468666667,13.7005,13.7005,13.7005
2023-03-25,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,29.4,15.6,77.4,12.9,1,0.522,0.48,0.095,0.998,2.694,0.182,0.44,0.466,0.516,0.477,0.095,0.262,2.09,1.014,3.308,0.178,0.448,0.466,0.071,0.518,0.478,0.095,3.063,0.18,0.445,0.466,22.78,0.423,0.445,83.3,0.476,0.476666667,0.476333333,15.3468,15.1704,15.2292
2023-04-01,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,26.9,14.7,80.9,7.8,1,0.525,0.514,0.065,1.034,3.211,0.184,0.438,0.475,0.5,0.496,0.094,0.295,2.29,1.148,3.085,0.181,0.472,0.465,0.067,0.51,0.503,0.081,3.135,0.183,0.458,0.469,21.81,0.278,0.449,91.8,0.479333333,0.479,0.479,14.1225,13.45,13.719
2023-04-08,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,30.3,15.6,79.7,7.5,1,0.575,0.553,0.008,1.093,3.394,0.197,0.481,0.478,0.59,0.556,-0.002,0.335,2.032,1.456,3.485,0.221,0.473,0.559,0.116,0.584,0.555,0.002,3.448,0.211,0.476,0.526,24.18,0.238,0.457,103.5,0.511333333,0.540666667,0.528666667,17.4225,17.877,17.6952
2023-04-15,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,27.3,16.6,83.8,4.7,1,0.57,0.544,0.016,1.053,3.177,0.201,0.497,0.513,0.571,0.542,-0.012,0.334,2.155,1.283,3.249,0.212,0.436,0.525,0.084,0.571,0.543,0.001,3.22,0.208,0.46,0.52,22.86,0.166,0.467,115.1,0.526666667,0.510666667,0.517,15.561,15.5883,15.5883
2023-04-22,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,26.7,15.1,82.7,4.9,1,0.568,0.565,0.092,1.017,3.254,0.206,0.492,0.514,0.58,0.556,0.069,0.334,2.035,1.142,3.485,0.214,0.482,0.508,0.081,0.575,0.56,0.08,3.393,0.21,0.486,0.51,22.05,0.177,0.456,128.6,0.524666667,0.523333333,0.523666667,15.1656,15.486,15.3525
2023-04-29,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,27.0,16.4,79.3,4.0,1,0.597,0.598,0.085,1.235,3.16,0.231,0.497,0.579,0.616,0.591,0.073,0.3,1.838,1.225,3.743,0.224,0.489,0.581,0.091,0.608,0.594,0.079,3.51,0.227,0.492,0.58,21.44,0.144,0.448,140.5,0.557666667,0.562,0.56,16.119,16.632,16.416
2023-05-06,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,28.7,16.2,82.3,1.8,1,0.611,0.619,0.03,0.985,2.804,0.227,0.516,0.544,0.621,0.63,0.027,0.302,1.896,1.157,3.464,0.222,0.535,0.546,0.095,0.617,0.625,0.028,3.2,0.224,0.527,0.545,23.58,0.06,0.464,147.0,0.557,0.567333333,0.563,17.5357,17.8227,17.7079
2023-05-13,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,28.3,15.8,82.2,3.0,1,0.627,0.618,0.029,1.134,3.815,0.216,0.519,0.578,0.627,0.628,0.023,0.348,2.204,1.333,3.689,0.216,0.53,0.591,0.098,0.627,0.624,0.026,3.739,0.216,0.525,0.586,23.27,0.103,0.461,153.5,0.574666667,0.582666667,0.579333333,17.7441,17.7441,17.7441
2023-05-20,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,tillering,2,27.6,16.1,78.2,2.2,1,0.612,0.609,0.072,0.952,3.236,0.213,0.494,0.55,0.62,0.6,0.067,0.332,2.476,1.215,3.374,0.226,0.548,0.583,0.091,0.617,0.604,0.069,3.319,0.221,0.526,0.57,21.56,0.075,0.444,160.0,0.552,0.583666667,0.571,16.8912,17.112,17.0292
2023-05-27,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,grand_growth,2,27.4,15.7,86.2,0.3,1,0.681,0.66,0.057,1.138,2.997,0.244,0.504,0.618,0.679,0.684,0.055,0.365,2.425,1.429,3.594,0.243,0.554,0.587,0.127,0.679,0.674,0.056,3.355,0.244,0.534,0.599,23.6,0.011,0.474,166.5,0.601,0.606666667,0.604,18.6594,18.6046,18.6046
2023-06-03,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,grand_growth,2,29.6,17.2,79.2,0.8,1,0.623,0.597,0.069,1.163,3.325,0.219,0.502,0.53,0.627,0.6,0.067,0.301,2.56,1.163,3.474,0.235,0.503,0.582,0.095,0.625,0.599,0.068,3.414,0.228,0.503,0.561,23.42,0.025,0.457,173.0,0.551666667,0.570666667,0.563,18.4408,18.5592,18.5
2023-06-10,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,grand_growth,2,28.9,17.9,76.0,1.2,1,0.646,0.615,0.027,1.126,4.279,0.254,0.507,0.606,0.633,0.594,0.027,0.352,2.416,1.495,3.389,0.235,0.539,0.606,0.095,0.638,0.603,0.027,3.745,0.242,0.527,0.606,21.92,0.039,0.444,179.5,0.586333333,0.592666667,0.590333333,18.6694,18.2937,18.4382
2023-06-17,MLG002,Kendalpayak Farm,-8.060884,112.619975,320,2,C3,grand_growth,2,29.8,18.2,78.5,1.7,1,0.659,0.627,0.115,1.143,3.73,0.233,0.559,0.596,0.673,0.615,0.089,0.346,2.023,1.056,3.661,0.235,0.576,0.648,0.097,0.668,0.62,0.101,3.688,0.234,0.569,0.627,23.37,0.057,0.458,186.0,0.604666667,0.632333333,0.621333333,19.6382,20.0554,19.9064
