date,farm_id,district,latitude,longitude,altitude,rotun,plant_age,total_stalk,height_stalk,stalk_diameter,stalk_weight,temperature,presipitasi,relative_humidity,light_intensity,ndvi_s2,gndvi_s2,ndwi_s2,rvi_s2,dvi_s2,evi_s2,savi_s2,wdrvi_s2,ndvi_l9,gndvi_l9,ndwi_l9,rvi_l9,dvi_l9,evi_l9,savi_l9,wdrvi_l9,ndvi_fusion,gndvi_fusion,ndwi_fusion,rvi_fusion,dvi_fusion,evi_fusion,savi_fusion,wdrvi_fusion,yield_tons_per_hectare,temperature_humidity_interaction,water_stress_index,vegetation_health
2021-02-24,FARM0295,E,-7.708226,112.187092,332,1,56,8985,380.39,2.72,25.99,33.4,5.7,78.6,14.2,0.741,0.6803,0.5966,6.7234,0.4813,0.7944,0.628,0.147,0.6553,0.6498,0.5716,4.8026,0.4138,0.5642,0.5486,-0.0201,0.6982,0.6651,0.5841,5.763,0.4475,0.6793,0.5883,0.0634,116.03,2625.24,0.4159,0.6816500000000001
2022-03-21,FARM0295,E,-7.708226,112.187092,332,2,48,10075,349.64,2.51,22.9,32.8,10.2,82.9,14.9,0.6817,0.674,0.5317,5.2828,0.4687,0.6617,0.592,0.0275,0.7538,0.6649,0.5949,7.1219,0.4723,0.7005,0.6288,0.175,0.7177,0.6695,0.5633,6.2024,0.4705,0.6811,0.6104,0.1013,115.86,2719.12,0.4367,0.6936
2023-04-15,FARM0295,E,-7.708226,112.187092,332,3,48,9571,333.81,2.23,13.51,28.9,1.0,76.5,13.0,0.709,0.6516,0.5329,5.8718,0.4548,0.679,0.5976,0.0802,0.73,0.5872,0.5878,6.4066,0.4076,0.6585,0.5777,0.1233,0.7195,0.6194,0.5603,6.1392,0.4312,0.6688,0.5876,0.1018,116.24,2210.85,0.4397,0.66945
2024-05-09,FARM0295,E,-7.708226,112.187092,332,4,48,9535,300.06,2.66,22.13,28.4,1.8,76.2,14.3,0.7067,0.6756,0.5028,5.8189,0.4287,0.6395,0.5811,0.0757,0.7289,0.6129,0.4532,6.3761,0.4124,0.6737,0.5804,0.121,0.7178,0.6443,0.478,6.0975,0.4206,0.6566,0.5808,0.0983,116.52,2164.08,0.522,0.6810499999999999
2021-02-24,FARM0296,E,-7.690931,112.185063,675,1,56,10038,355.87,2.74,29.82,33.3,3.5,68.5,15.4,0.6942,0.6097,0.534,5.5404,0.4409,0.7216,0.5826,0.0513,0.6615,0.5972,0.5494,4.908,0.3668,0.5964,0.5217,-0.0093,0.6778,0.6035,0.5417,5.2242,0.4038,0.659,0.5522,0.021,115.76,2281.05,0.4583,0.6406499999999999
2022-03-21,FARM0296,E,-7.690931,112.185063,675,2,48,9297,358.7,2.85,39.73,29.2,7.7,68.2,14.2,0.6576,0.5891,0.4642,4.8419,0.4027,0.6116,0.543,-0.0161,0.6355,0.6521,0.5068,4.4863,0.3585,0.5352,0.5053,-0.0541,0.6466,0.6206,0.4855,4.6641,0.3806,0.5734,0.5242,-0.0351,116.72,1991.44,0.5145,0.6335999999999999
2023-06-14,FARM0296,E,-7.690931,112.185063,675,3,56,8756,289.81,2.58,18.53,27.5,0.8,85.9,13.7,0.7249,0.656,0.6086,6.27,0.4734,0.7874,0.6158,0.1127,0.6712,0.6459,0.5109,5.0828,0.4403,0.5815,0.5713,0.0082,0.698,0.651,0.5597,5.6764,0.4568,0.6844,0.5936,0.0604,115.87,2362.25,0.4403,0.6745
2024-09-06,FARM0296,E,-7.690931,112.185063,675,4,56,9159,294.83,2.57,21.47,20.6,1.8,86.0,15.2,0.6927,0.6128,0.5114,5.5079,0.4245,0.6513,0.5722,0.0483,0.7065,0.6096,0.5878,5.8138,0.4036,0.6472,0.5651,0.0753,0.6996,0.6112,0.5496,5.6609,0.414,0.6493,0.5686,0.0618,117.18,1771.6,0.4504,0.6554
2021-01-25,FARM0297,E,-7.718027,112.183318,494,1,52,9169,386.32,2.28,23.83,28.4,27.9,77.8,14.9,0.7387,0.6701,0.5442,6.6553,0.4758,0.7898,0.6238,0.142,0.7644,0.6861,0.5728,7.489,0.4773,0.7401,0.6367,0.1993,0.7516,0.6781,0.5585,7.0722,0.4765,0.765,0.6303,0.1707,116.25,2209.52,0.4415,0.71485
2022-02-19,FARM0297,E,-7.718027,112.183318,494,2,48,9431,341.2,2.77,34.33,31.9,8.0,79.9,14.0,0.7157,0.6802,0.4737,6.036,0.4451,0.715,0.5951,0.0939,0.7119,0.6203,0.556,5.9423,0.3847,0.65,0.5547,0.0861,0.7138,0.6502,0.5149,5.9892,0.4149,0.6825,0.5749,0.09,112.96,2548.81,0.4851,0.6819999999999999
2023-05-15,FARM0297,E,-7.718027,112.183318,494,3,56,8458,319.66,2.26,12.21,29.4,2.0,75.0,16.6,0.6578,0.5758,0.4708,4.8437,0.3945,0.6507,0.5381,-0.0159,0.7041,0.6543,0.4871,5.759,0.4115,0.6507,0.5692,0.0705,0.6809,0.615,0.4789,5.3013,0.403,0.6507,0.5536,0.0273,89.14,2205.0,0.5211,0.64795
2024-07-08,FARM0297,E,-7.718027,112.183318,494,4,52,9046,307.74,1.89,10.45,26.5,0.1,68.2,13.5,0.6173,0.6325,0.5817,4.2256,0.3858,0.5411,0.5144,-0.0839,0.6898,0.6873,0.4967,5.4485,0.4274,0.6707,0.5727,0.0429,0.6536,0.6599,0.5392,4.8371,0.4066,0.6059,0.5435,-0.0205,84.08,1807.3,0.4608,0.65675
2020-12-26,FARM0298,E,-7.700566,112.198336,674,1,48,9764,373.58,2.9,28.15,23.9,36.6,85.0,13.4,0.6936,0.6216,0.5947,5.5282,0.447,0.6867,0.5859,0.0502,0.6958,0.6509,0.4758,5.5748,0.4317,0.6342,0.5779,0.0544,0.6947,0.6362,0.5352,5.5515,0.4393,0.6604,0.5819,0.0523,112.73,2031.5,0.4648,0.66545
2022-01-20,FARM0298,E,-7.700566,112.198336,674,2,48,9041,326.48,2.33,13.27,31.1,10.1,76.1,16.2,0.7209,0.6533,0.4889,6.1667,0.433,0.7381,0.5901,0.1045,0.6583,0.5732,0.484,4.8525,0.3725,0.5354,0.5242,-0.015,0.6896,0.6133,0.4864,5.5096,0.4027,0.6368,0.5572,0.0448,111.21,2366.71,0.5136000000000001,0.65145
2023-04-15,FARM0298,E,-7.700566,112.198336,674,3,56,9593,320.36,2.41,14.74,30.8,0.7,74.8,14.2,0.7222,0.6414,0.5015,6.1988,0.47,0.723,0.6126,0.107,0.6557,0.6963,0.6129,4.809,0.3983,0.5877,0.5395,-0.0195,0.6889,0.6689,0.5572,5.5039,0.4341,0.6553,0.576,0.0438,114.45,2303.84,0.4428,0.6789000000000001
2024-07-08,FARM0298,E,-7.700566,112.198336,674,4,56,9225,301.28,2.46,12.76,29.1,14.9,76.2,16.5,0.6762,0.6345,0.4742,5.1768,0.4052,0.6252,0.5529,0.0174,0.6201,0.6049,0.4494,4.2642,0.3588,0.5497,0.499,-0.0794,0.6481,0.6197,0.4618,4.7205,0.382,0.5875,0.526,-0.031,99.16,2217.42,0.5382,0.6339
2020-12-26,FARM0299,E,-7.718431,112.200659,256,1,48,10668,315.84,2.71,14.15,24.9,14.0,81.6,15.6,0.735,0.5906,0.505,6.5473,0.4554,0.704,0.6101,0.134,0.6984,0.6962,0.6373,5.6305,0.4534,0.6412,0.5918,0.0593,0.7167,0.6434,0.5712,6.0889,0.4544,0.6726,0.601,0.0967,116.04,2031.84,0.4288,0.68005
2022-02-19,FARM0299,E,-7.718431,112.200659,256,2,52,9464,343.8,2.31,17.93,32.5,2.5,70.4,16.3,0.6821,0.6445,0.5241,5.2905,0.447,0.6679,0.5804,0.0282,0.7517,0.6992,0.5405,7.0551,0.4779,0.6956,0.6311,0.1705,0.7169,0.6718,0.5323,6.1728,0.4624,0.6817,0.6057,0.0994,115.23,2288.0,0.4677,0.69435
2023-05-15,FARM0299,E,-7.718431,112.200659,256,3,56,10018,308.3,2.16,10.41,32.0,4.1,75.1,15.4,0.7094,0.6099,0.4713,5.8817,0.4459,0.7182,0.5926,0.081,0.7183,0.6297,0.5236,6.0996,0.4363,0.6834,0.591,0.0991,0.7138,0.6198,0.4974,5.9907,0.4411,0.7008,0.5918,0.09,89.68,2403.2,0.5025999999999999,0.6668000000000001
2024-06-08,FARM0299,E,-7.718431,112.200659,256,4,48,8702,290.56,2.2,15.48,27.4,0.5,67.5,14.5,0.6738,0.6174,0.474,5.1313,0.4118,0.6217,0.5559,0.013,0.7505,0.6336,0.6038,7.016,0.472,0.6975,0.6272,0.1678,0.7122,0.6255,0.5389,6.0737,0.4419,0.6596,0.5915,0.0904,106.82,1849.5,0.4611,0.66885
2021-02-24,FARM0300,E,-7.707737,112.181668,610,1,56,9662,355.89,2.47,12.37,28.6,11.2,73.5,16.6,0.6602,0.5781,0.5076,4.8862,0.4046,0.5787,0.5454,-0.0115,0.65,0.625,0.4968,4.7136,0.3979,0.5622,0.5367,-0.0295,0.6551,0.6015,0.5022,4.7999,0.4013,0.5705,0.541,-0.0205,111.64,2102.1,0.4978,0.6283000000000001
2022-03-21,FARM0300,E,-7.707737,112.181668,610,2,48,8640,320.92,2.51,20.81,34.8,4.9,68.3,15.1,0.6886,0.6202,0.5435,5.4232,0.4342,0.6751,0.5761,0.0406,0.7009,0.6261,0.6115,5.687,0.4502,0.696,0.5912,0.0643,0.6948,0.6232,0.5775,5.5551,0.4422,0.6856,0.5837,0.0524,115.83,2376.84,0.4225,0.659
2023-04-15,FARM0300,E,-7.707737,112.181668,610,3,48,9425,349.57,2.27,22.09,32.9,2.4,83.4,15.5,0.7214,0.6152,0.4931,6.1784,0.4668,0.7403,0.6104,0.1054,0.7121,0.6896,0.5515,5.9465,0.4119,0.6766,0.5729,0.0865,0.7167,0.6524,0.5223,6.0624,0.4393,0.7084,0.5917,0.0959,113.86,2743.86,0.4777,0.68455
2024-06-08,FARM0300,E,-7.707737,112.181668,610,4,52,8344,320.22,1.91,10.57,31.4,0.4,81.9,15.8,0.6478,0.6076,0.5364,4.6778,0.3955,0.5787,0.5342,-0.0333,0.7454,0.6619,0.616,6.8563,0.4641,0.7411,0.6201,0.1566,0.6966,0.6348,0.5762,5.7671,0.4298,0.6599,0.5771,0.0616,86.47,2571.66,0.4238,0.6657
2020-12-26,FARM0301,E,-7.709575,112.192753,581,1,48,10107,371.73,2.48,19.08,28.4,13.1,72.2,13.9,0.6305,0.5714,0.5681,4.413,0.3797,0.5894,0.5167,-0.0624,0.7637,0.7011,0.5553,7.4651,0.4644,0.7404,0.6287,0.1978,0.6971,0.6363,0.5617,5.939,0.422,0.6649,0.5727,0.0677,113.41,2050.48,0.4383,0.6667000000000001
2022-01-20,FARM0301,E,-7.709575,112.192753,581,2,48,10190,295.56,2.5,15.73,28.2,18.5,77.3,13.0,0.7514,0.6178,0.5198,7.0454,0.4996,0.7361,0.6433,0.1698,0.7011,0.6936,0.4929,5.6907,0.4232,0.622,0.5752,0.0646,0.7262,0.6557,0.5063,6.3681,0.4614,0.6791,0.6093,0.1172,116.8,2179.86,0.4937,0.69095
2023-02-14,FARM0301,E,-7.709575,112.192753,581,3,48,9967,281.77,2.2,13.31,31.7,1.0,84.3,14.2,0.6376,0.6097,0.5179,4.5191,0.3885,0.5656,0.5253,-0.0505,0.6545,0.6308,0.4762,4.7886,0.3656,0.5783,0.5181,-0.0216,0.6461,0.6202,0.4971,4.6539,0.3771,0.572,0.5217,-0.0361,115.6,2672.31,0.5029,0.63315
2024-05-09,FARM0301,E,-7.709575,112.192753,581,4,56,9243,286.58,2.02,8.4,33.0,1.4,85.2,16.5,0.6866,0.5687,0.4598,5.3811,0.404,0.6056,0.5568,0.0367,0.6905,0.6427,0.5354,5.4617,0.4498,0.6751,0.586,0.0441,0.6885,0.6057,0.4976,5.4214,0.4269,0.6403,0.5714,0.0404,84.74,2811.6,0.5024,0.6471
2021-01-25,FARM0302,E,-7.71749,112.211519,294,1,52,8814,338.33,2.45,14.83,26.7,18.0,72.7,17.0,0.6849,0.6164,0.5927,5.3473,0.4756,0.6453,0.5973,0.0336,0.7389,0.5803,0.459,6.6592,0.4124,0.6408,0.5846,0.1423,0.7119,0.5984,0.5259,6.0032,0.444,0.643,0.591,0.0879,112.79,1941.09,0.4741,0.65515
2022-04-20,FARM0302,E,-7.71749,112.211519,294,2,56,8638,311.09,2.47,21.51,30.7,1.0,82.3,16.7,0.7436,0.6576,0.4934,6.8013,0.496,0.73,0.6375,0.1526,0.7215,0.5864,0.4808,6.1815,0.4036,0.7051,0.5715,0.1057,0.7326,0.622,0.4871,6.4914,0.4498,0.7175,0.6045,0.1292,113.26,2526.61,0.5129,0.6773
2023-06-14,FARM0302,E,-7.71749,112.211519,294,3,52,9762,333.11,1.99,16.87,28.7,11.3,73.6,15.7,0.7133,0.5886,0.4831,5.9768,0.4224,0.7275,0.5801,0.089,0.7133,0.5801,0.457,5.9759,0.3962,0.6235,0.5631,0.0889,0.7133,0.5844,0.4701,5.9763,0.4093,0.6755,0.5716,0.0889,116.91,2112.32,0.5299,0.64885
2024-07-08,FARM0302,E,-7.71749,112.211519,294,4,48,8533,318.74,2.27,16.24,24.7,2.6,79.5,13.7,0.6632,0.6711,0.6134,4.9387,0.4515,0.6713,0.5736,-0.0062,0.6992,0.6531,0.5759,5.6488,0.4444,0.6306,0.587,0.0609,0.6812,0.6621,0.5946,5.2937,0.448,0.651,0.5803,0.0274,116.89,1963.65,0.4054,0.6716500000000001
2020-12-26,FARM0303,E,-7.70137,112.203775,538,1,48,9840,326.76,2.76,20.32,27.7,15.5,84.3,13.9,0.7364,0.6391,0.5846,6.5879,0.4696,0.7567,0.6192,0.137,0.6577,0.6776,0.4586,4.8422,0.3961,0.5757,0.539,-0.016,0.697,0.6583,0.5216,5.715,0.4329,0.6662,0.5791,0.0605,116.5,2335.11,0.4784,0.67765
2022-03-21,FARM0303,E,-7.70137,112.203775,538,2,56,10176,350.63,2.84,30.83,32.2,2.4,75.9,13.9,0.6455,0.6019,0.5186,4.6415,0.3951,0.5923,0.5329,-0.0372,0.7401,0.6568,0.4758,6.695,0.4187,0.7245,0.5893,0.1449,0.6928,0.6293,0.4972,5.6682,0.4069,0.6584,0.5611,0.0539,117.17,2443.98,0.5028,0.6610499999999999
2023-05-15,FARM0303,E,-7.70137,112.203775,538,3,52,9721,304.36,2.43,19.59,30.0,1.2,84.4,14.6,0.7536,0.6376,0.6087,7.1163,0.496,0.7414,0.6424,0.1747,0.7332,0.6868,0.48,6.4961,0.4484,0.7283,0.6051,0.1301,0.7434,0.6622,0.5443,6.8062,0.4722,0.7349,0.6237,0.1524,115.98,2532.0,0.4557,0.7028
2024-07-08,FARM0303,E,-7.70137,112.203775,538,4,52,8848,313.09,2.54,15.43,24.3,6.6,81.2,13.1,0.6582,0.6558,0.5911,4.8506,0.4586,0.6209,0.5748,-0.0152,0.6789,0.6718,0.5459,5.2277,0.3791,0.5948,0.5372,0.0223,0.6685,0.6638,0.5685,5.0392,0.4188,0.6078,0.556,0.0035,111.92,1973.16,0.4315,0.66615
2020-12-26,FARM0304,E,-7.703265,112.192205,391,1,48,9441,326.96,3.54,57.93,24.3,34.6,84.6,16.0,0.7018,0.6634,0.5639,5.7062,0.4806,0.7497,0.6084,0.066,0.7211,0.639,0.524,6.1719,0.4392,0.6986,0.594,0.1049,0.7115,0.6512,0.5439,5.939,0.4599,0.7242,0.6012,0.0854,115.66,2055.78,0.4560999999999999,0.68135
2022-03-21,FARM0304,E,-7.703265,112.192205,391,2,56,8939,286.54,2.67,25.03,33.7,2.6,74.6,14.9,0.6914,0.6689,0.5441,5.4806,0.425,0.6364,0.5719,0.0459,0.7494,0.6772,0.5448,6.9805,0.4623,0.6844,0.6209,0.1653,0.7204,0.673,0.5445,6.2305,0.4436,0.6604,0.5964,0.1056,115.51,2514.02,0.4555,0.6967000000000001
2023-05-15,FARM0304,E,-7.703265,112.192205,391,3,52,10144,302.95,2.22,18.99,27.6,7.8,68.1,13.7,0.6605,0.5632,0.4765,4.8909,0.3921,0.6391,0.5378,-0.011,0.6407,0.5985,0.4614,4.567,0.3738,0.5348,0.5175,-0.0453,0.6506,0.5809,0.4689,4.729,0.3829,0.587,0.5277,-0.0281,113.16,1879.56,0.5311,0.61575
2024-08-07,FARM0304,E,-7.703265,112.192205,391,4,56,8803,271.27,2.34,12.75,26.6,7.0,68.3,14.5,0.6777,0.5898,0.5406,5.2062,0.4175,0.6644,0.5611,0.0202,0.6764,0.6719,0.5687,5.1811,0.4021,0.5737,0.5511,0.0178,0.6771,0.6308,0.5547,5.1937,0.4098,0.619,0.5561,0.019,88.98,1816.78,0.4453,0.65395
2021-02-24,FARM0305,E,-7.705921,112.217503,786,1,56,9817,323.08,2.64,28.07,30.9,4.7,73.6,16.4,0.6409,0.6475,0.512,4.5691,0.4096,0.5813,0.5394,-0.045,0.6296,0.5859,0.4263,4.4003,0.3634,0.5471,0.5061,-0.0638,0.6353,0.6167,0.4692,4.4847,0.3865,0.5642,0.5227,-0.0544,116.65,2274.24,0.5307999999999999,0.626
2022-04-20,FARM0305,E,-7.705921,112.217503,786,2,52,9136,314.2,2.76,21.76,32.3,1.7,70.2,13.8,0.6388,0.6568,0.4634,4.5366,0.388,0.5724,0.5255,-0.0486,0.7018,0.6496,0.6014,5.7065,0.4382,0.6191,0.5846,0.066,0.6703,0.6532,0.5324,5.1216,0.4131,0.5957,0.555,0.0087,115.16,2267.46,0.4676,0.6617500000000001
2023-07-14,FARM0305,E,-7.705921,112.217503,786,3,56,9707,296.24,2.61,16.29,25.8,5.3,84.0,16.4,0.6532,0.5976,0.5549,4.7663,0.4205,0.6099,0.5514,-0.0239,0.6663,0.6089,0.4787,4.9934,0.424,0.5883,0.5597,-0.0007,0.6597,0.6033,0.5168,4.8798,0.4222,0.5991,0.5556,-0.0123,117.25,2167.2,0.4832,0.6315
2024-08-07,FARM0305,E,-7.705921,112.217503,786,4,48,8581,325.27,2.57,29.33,23.3,5.2,82.8,16.9,0.6611,0.5997,0.5114,4.9011,0.4271,0.6037,0.559,-0.01,0.6755,0.6275,0.5681,5.1625,0.4151,0.6365,0.5586,0.016,0.6683,0.6136,0.5398,5.0318,0.4211,0.6201,0.5588,0.003,113.7,1929.24,0.4602000000000001,0.64095
2021-01-25,FARM0306,E,-7.687792,112.194423,554,1,52,9868,336.74,2.81,24.52,29.2,3.0,72.6,15.1,0.708,0.6805,0.5266,5.8484,0.4717,0.6708,0.6066,0.0782,0.7401,0.6222,0.5269,6.6965,0.4273,0.6653,0.595,0.145,0.7241,0.6514,0.5268,6.2725,0.4495,0.6681,0.6008,0.1116,113.75,2119.92,0.4732,0.68775
2022-04-20,FARM0306,E,-7.687792,112.194423,554,2,56,9655,314.07,2.65,26.3,32.4,1.6,79.3,14.0,0.6876,0.5937,0.5032,5.4027,0.4301,0.6475,0.5732,0.0387,0.7147,0.6118,0.5192,6.009,0.4012,0.673,0.567,0.0917,0.7011,0.6027,0.5112,5.7059,0.4157,0.6603,0.5701,0.0652,114.24,2569.32,0.4888,0.6518999999999999
2023-06-14,FARM0306,E,-7.687792,112.194423,554,3,52,8471,287.97,2.96,32.8,27.8,0.1,85.3,13.3,0.6736,0.6144,0.5119,5.1277,0.4508,0.6568,0.5783,0.0126,0.6617,0.6507,0.5772,4.9114,0.3904,0.6154,0.5373,-0.0089,0.6676,0.6326,0.5446,5.0196,0.4206,0.6361,0.5578,0.0018,116.27,2371.34,0.4554,0.6501
2024-08-07,FARM0306,E,-7.687792,112.194423,554,4,52,8907,264.01,2.64,20.59,24.9,5.8,79.9,16.5,0.6728,0.5989,0.6039,5.1124,0.429,0.6798,0.5657,0.0111,0.6287,0.6133,0.4566,4.3861,0.3631,0.5706,0.5055,-0.0654,0.6507,0.6061,0.5302,4.7493,0.3961,0.6252,0.5356,-0.0271,116.46,1989.51,0.4698,0.6284
2020-12-26,FARM0307,E,-7.704555,112.190302,312,1,48,10014,359.21,2.34,19.02,29.3,46.5,68.0,16.6,0.6584,0.6777,0.5137,4.854,0.4264,0.6617,0.5573,-0.0148,0.7003,0.6629,0.6117,5.6735,0.453,0.6317,0.5925,0.0631,0.6793,0.6703,0.5627,5.2638,0.4397,0.6467,0.5749,0.0241,113.23,1992.4,0.4373,0.6748000000000001
2022-02-19,FARM0307,E,-7.704555,112.190302,312,2,52,9291,335.77,2.39,13.52,31.5,6.1,72.5,14.8,0.624,0.6112,0.5465,4.3188,0.3836,0.5796,0.5161,-0.0731,0.7336,0.6125,0.5931,6.5063,0.4319,0.7167,0.595,0.1309,0.6788,0.6119,0.5698,5.4125,0.4077,0.6482,0.5556,0.0289,113.04,2283.75,0.4302,0.64535
2023-04-15,FARM0307,E,-7.704555,112.190302,312,3,52,9741,278.1,2.32,15.69,33.9,0.3,75.8,14.0,0.7319,0.6295,0.5007,6.4587,0.4858,0.7609,0.6262,0.1273,0.6983,0.6195,0.4871,5.6296,0.4271,0.6486,0.5763,0.0592,0.7151,0.6245,0.4939,6.0441,0.4565,0.7047,0.6013,0.0933,116.44,2569.62,0.5061,0.6698
2024-07-08,FARM0307,E,-7.704555,112.190302,312,4,56,9579,306.72,2.54,14.7,27.9,0.2,73.0,15.5,0.72,0.6415,0.5271,6.1429,0.4542,0.6787,0.6025,0.1026,0.6622,0.66,0.569,4.9215,0.3743,0.5778,0.5271,-0.0079,0.6911,0.6507,0.548,5.5322,0.4142,0.6283,0.5648,0.0473,114.54,2036.7,0.452,0.6709
2020-12-26,FARM0308,E,-7.705927,112.210256,562,1,48,9776,340.5,2.68,18.2,27.5,1.3,77.8,16.6,0.6997,0.5745,0.4643,5.6607,0.404,0.704,0.5625,0.062,0.7673,0.6667,0.5354,7.5963,0.4855,0.7848,0.643,0.2061,0.7335,0.6206,0.4999,6.6285,0.4448,0.7444,0.6027,0.134,114.37,2139.5,0.5001,0.67705
2022-01-20,FARM0308,E,-7.705927,112.210256,562,2,48,8897,334.11,2.14,17.72,26.7,1.4,81.2,14.5,0.7024,0.6722,0.6136,5.7207,0.4797,0.6902,0.6083,0.0672,0.6955,0.6196,0.5745,5.5676,0.4261,0.6144,0.5744,0.0537,0.6989,0.6459,0.594,5.6441,0.4529,0.6523,0.5913,0.0605,113.15,2168.04,0.406,0.6724
2023-04-15,FARM0308,E,-7.705927,112.210256,562,3,56,9334,317.81,2.59,16.21,32.4,1.3,84.1,17.0,0.6579,0.6118,0.4593,4.8458,0.4161,0.5928,0.5511,-0.0157,0.6566,0.6441,0.5192,4.8246,0.3805,0.5614,0.5287,-0.0179,0.6573,0.6279,0.4893,4.8352,0.3983,0.5771,0.5399,-0.0168,112.96,2724.84,0.5106999999999999,0.6426000000000001
2024-05-09,FARM0308,E,-7.705927,112.210256,562,4,48,9524,317.41,2.56,25.25,33.9,3.4,84.6,13.1,0.685,0.6876,0.5914,5.3488,0.4693,0.6363,0.594,0.0337,0.7016,0.6262,0.4965,5.7025,0.4549,0.6567,0.5942,0.0656,0.6933,0.6569,0.544,5.5256,0.4621,0.6465,0.5941,0.0497,114.83,2867.94,0.456,0.6751
2020-12-26,FARM0309,E,-7.71183,112.186056,697,1,48,10701,359.37,2.82,31.74,24.1,19.4,80.2,13.8,0.7022,0.6719,0.4521,5.7169,0.4364,0.6916,0.5837,0.0669,0.6979,0.6984,0.5359,5.6198,0.4241,0.611,0.5743,0.0584,0.7001,0.6852,0.494,5.6683,0.4303,0.6513,0.579,0.0626,115.24,1932.82,0.506,0.69265
2022-01-20,FARM0309,E,-7.71183,112.186056,697,2,48,10231,338.87,2.19,12.01,26.1,3.9,78.6,13.4,0.7021,0.6012,0.4993,5.7143,0.4392,0.6491,0.5853,0.0667,0.6852,0.672,0.4993,5.3541,0.4071,0.6266,0.5582,0.0342,0.6937,0.6366,0.4993,5.5342,0.4232,0.6378,0.5717,0.0504,106.03,2051.46,0.5006999999999999,0.66515
2023-03-16,FARM0309,E,-7.71183,112.186056,697,3,52,9993,277.97,2.3,15.2,32.9,0.4,68.6,15.9,0.7301,0.6282,0.4982,6.4106,0.4604,0.768,0.6108,0.1236,0.7156,0.5803,0.5461,6.033,0.4043,0.689,0.5695,0.0936,0.7229,0.6042,0.5221,6.2218,0.4323,0.7285,0.5901,0.1086,113.61,2256.94,0.4779,0.66355
2024-05-09,FARM0309,E,-7.71183,112.186056,697,4,52,9629,269.06,2.22,16.69,32.3,3.8,81.5,13.7,0.6418,0.5865,0.597,4.584,0.4077,0.5771,0.5387,-0.0434,0.7303,0.6821,0.571,6.4169,0.4609,0.6865,0.6112,0.1241,0.6861,0.6343,0.584,5.5005,0.4343,0.6318,0.575,0.0404,114.44,2632.45,0.416,0.6602
2021-01-25,FARM0310,E,-7.697343,112.183158,217,1,52,10147,321.3,2.48,17.6,27.7,5.8,84.7,16.1,0.7494,0.6462,0.5119,6.9796,0.4909,0.8373,0.6375,0.1652,0.6586,0.5951,0.5799,4.8591,0.3749,0.5718,0.526,-0.0143,0.704,0.6207,0.5459,5.9193,0.4329,0.7045,0.5817,0.0755,116.36,2346.19,0.4540999999999999,0.66235
2022-03-21,FARM0310,E,-7.697343,112.183158,217,2,52,9656,331.42,2.29,18.26,33.5,50.0,84.7,16.5,0.6386,0.6564,0.5779,4.5344,0.4012,0.5647,0.5334,-0.0488,0.7603,0.7021,0.5464,7.3424,0.4714,0.7202,0.6313,0.1898,0.6994,0.6793,0.5621,5.9384,0.4363,0.6425,0.5824,0.0705,116.75,2837.45,0.4379,0.68935
2023-06-14,FARM0310,E,-7.697343,112.183158,217,3,56,9824,345.97,2.46,14.01,26.1,1.0,69.8,13.5,0.6858,0.6193,0.5115,5.3655,0.4047,0.6428,0.5569,0.0353,0.6615,0.6327,0.59,4.9082,0.408,0.5559,0.548,-0.0093,0.6736,0.626,0.5508,5.1368,0.4064,0.5993,0.5524,0.013,113.06,1821.78,0.4492,0.6497999999999999
2024-07-08,FARM0310,E,-7.697343,112.183158,217,4,48,9661,254.8,2.45,14.63,25.6,10.0,82.9,13.5,0.7364,0.6986,0.5249,6.5885,0.4943,0.7644,0.6331,0.1371,0.7067,0.6579,0.4995,5.8187,0.4402,0.7048,0.5881,0.0757,0.7216,0.6782,0.5122,6.2036,0.4673,0.7346,0.6106,0.1064,115.91,2122.24,0.4878,0.6999
2020-12-26,FARM0311,E,-7.712192,112.212791,564,1,48,9597,387.05,2.99,34.38,25.2,2.1,81.2,13.2,0.7043,0.6435,0.6052,5.7639,0.4798,0.6843,0.6093,0.071,0.7187,0.5908,0.4588,6.1088,0.4051,0.6829,0.5713,0.0998,0.7115,0.6172,0.532,5.9363,0.4424,0.6836,0.5903,0.0854,115.13,2046.24,0.468,0.66435
2022-03-21,FARM0311,E,-7.712192,112.212791,564,2,56,9054,341.23,2.46,18.52,30.0,2.6,74.7,14.4,0.698,0.6225,0.5763,5.6216,0.4741,0.6643,0.603,0.0585,0.7427,0.6885,0.5134,6.7722,0.4394,0.7211,0.6038,0.1505,0.7203,0.6555,0.5448,6.1969,0.4568,0.6927,0.6034,0.1045,113.78,2241.0,0.4552,0.6879
2023-04-15,FARM0311,E,-7.712192,112.212791,564,3,48,8515,327.84,2.59,26.15,29.8,2.2,72.5,15.2,0.7427,0.6475,0.5782,6.7723,0.4805,0.7754,0.6284,0.1506,0.7189,0.7018,0.5572,6.1148,0.4645,0.6539,0.6079,0.1003,0.7308,0.6747,0.5677,6.4436,0.4725,0.7146,0.6182,0.1254,112.84,2160.5,0.4323,0.70275
