state,variety,area_hectare,soil_type,soil_ph,soil_moisture,rainfall_mm,temperature_c,humidity_pct,growth_stage,historical_yield,yield
Odisha,Co 86032,10.0,Red Loam,6.61,66.3,1400.0,31.4,63.1,Maturity,23.2,63.0
Odisha,Co 86032,22.0,Red Loam,6.82,58.7,1400.0,31.4,77.9,Harvest,63.0,48.0
Odisha,Co 86032,2.0,Red Loam,6.53,66.4,1400.0,31.4,75.6,Planting,48.0,38.4
Odisha,Co 86032,7.0,Red Loam,6.37,50.6,1400.0,31.4,74.7,Germination,38.4,47.8
Odisha,Co 86032,6.0,Red Loam,6.86,51.5,1400.0,31.4,71.0,Tillering,47.8,45.6
Odisha,Co 86032,1.0,Red Loam,6.73,64.7,1400.0,31.4,61.4,Grand Growth,45.6,25.7
Odisha,Co 86032,5.0,Red Loam,6.16,62.4,1400.0,31.4,67.2,Maturity,25.7,57.2
Odisha,Co 86032,2.0,Red Loam,7.87,55.7,1400.0,31.4,80.8,Harvest,57.2,59.2
Odisha,Co 86032,2.0,Red Loam,6.65,60.8,1400.0,31.4,75.1,Planting,59.2,34.8
Odisha,Co 86032,127.0,Red Loam,6.63,57.9,1400.0,31.4,76.3,Planting,67.14,71.33
Odisha,Co 86032,161.0,Red Loam,6.89,64.8,1400.0,31.4,74.0,Germination,71.33,77.04
Odisha,Co 86032,440.0,Red Loam,7.26,59.0,1400.0,31.4,66.5,Tillering,77.04,84.86
Odisha,Co 86032,165.0,Red Loam,6.67,49.2,1400.0,31.4,67.7,Grand Growth,84.86,43.3
Odisha,Co 86032,85.0,Red Loam,6.46,60.4,1400.0,31.4,74.6,Maturity,43.3,40.93
Odisha,Co 86032,91.0,Red Loam,6.72,57.1,1400.0,31.4,78.9,Harvest,40.93,48.29
Odisha,Co 86032,56.0,Red Loam,6.59,63.8,1400.0,31.4,71.2,Planting,48.29,47.87
Odisha,Co 86032,94.0,Red Loam,6.24,59.9,1400.0,31.4,65.8,Germination,47.87,54.43
Odisha,Co 86032,84.0,Red Loam,6.87,60.8,1400.0,31.4,63.8,Tillering,54.43,60.0
Odisha,Co 86032,86.0,Red Loam,6.22,55.4,1400.0,31.4,55.8,Grand Growth,60.0,49.27
Odisha,Co 86032,80.0,Clay Loam,6.78,74.8,1400.0,31.4,63.7,Maturity,49.27,51.72
Odisha,Co 86032,40.0,Red Loam,6.25,63.8,1400.0,31.4,76.3,Harvest,51.72,39.83
Odisha,Co 86032,71.0,Red Loam,6.58,53.2,1400.0,31.4,66.8,Planting,39.83,41.27
Odisha,Co 86032,183.0,Red Loam,6.2,66.4,1400.0,31.4,64.2,Germination,41.27,48.35
Odisha,Co 86032,251.0,Black Soil,7.55,66.1,1400.0,31.4,76.8,Tillering,48.35,49.84
Odisha,Co 86032,103.0,Red Loam,6.7,52.0,1400.0,31.4,68.3,Grand Growth,49.84,51.91
Odisha,Co 86032,170.0,Red Loam,6.63,52.5,1400.0,31.4,72.8,Maturity,51.91,55.55
Odisha,Co 86032,53.0,Red Loam,6.35,58.0,1400.0,31.4,71.6,Harvest,55.55,43.8
Odisha,Co 86032,66.0,Black Soil,7.39,69.1,1400.0,31.4,69.4,Planting,43.8,46.57
Odisha,Co 86032,199.0,Red Loam,7.03,59.6,1400.0,31.4,67.2,Planting,45.0,34.92
Odisha,Co 86032,122.0,Alluvial Soil,7.01,58.3,1400.0,31.4,79.5,Germination,34.92,40.45
Odisha,Co 86032,260.0,Red Loam,6.44,51.9,1400.0,31.4,71.9,Tillering,40.45,30.54
Odisha,Co 86032,221.0,Red Loam,6.41,67.0,1400.0,31.4,71.1,Grand Growth,30.54,45.67
Odisha,Co 86032,79.0,Red Loam,6.87,56.6,1400.0,31.4,74.2,Maturity,45.67,48.93
Odisha,Co 86032,308.0,Red Loam,6.12,55.4,1400.0,31.4,69.3,Harvest,48.93,33.38
Odisha,Co 86032,139.0,Red Loam,6.54,55.6,1400.0,31.4,65.3,Planting,33.38,52.08
Odisha,Co 86032,72.0,Red Loam,6.82,64.7,1400.0,31.4,63.0,Germination,52.08,51.76
Odisha,Co 86032,89.0,Sandy Loam,7.2,46.1,1400.0,31.4,60.1,Tillering,51.76,60.72
Odisha,Co 86032,121.0,Red Loam,6.2,48.8,1400.0,31.4,69.5,Grand Growth,60.72,51.43
Odisha,Co 86032,48.0,Red Loam,6.72,60.8,1400.0,31.4,76.5,Maturity,51.43,39.11
Odisha,Co 86032,12.0,Red Loam,6.74,66.7,1400.0,31.4,68.2,Harvest,39.11,58.62
Odisha,Co 86032,13.0,Clay Loam,7.06,65.2,1400.0,31.4,79.0,Planting,58.62,28.8
Odisha,Co 86032,32.0,Red Loam,6.51,48.1,1400.0,31.4,72.9,Germination,28.8,74.4
Odisha,Co 86032,73.0,Red Loam,6.45,50.1,1400.0,31.4,69.2,Tillering,74.4,58.24
Odisha,Co 86032,9.0,Red Loam,6.72,61.7,1400.0,31.4,70.5,Grand Growth,58.24,71.83
Odisha,Co 86032,17.0,Red Loam,6.29,54.6,1400.0,31.4,78.2,Maturity,71.83,78.06
Odisha,Co 86032,58.0,Red Loam,6.53,71.0,1400.0,31.4,71.4,Harvest,78.06,78.8
Odisha,Co 86032,34.0,Red Loam,5.85,64.3,1400.0,31.4,77.2,Planting,78.8,67.6
Odisha,Co 86032,346.0,Clay Loam,6.95,67.6,1400.0,31.4,69.6,Planting,58.45,56.95
Odisha,Co 86032,280.0,Red Loam,6.05,61.3,1400.0,31.4,60.0,Germination,56.95,49.22
Odisha,Co 86032,830.0,Red Loam,6.15,57.4,1400.0,31.4,71.6,Tillering,49.22,72.36
Odisha,Co 86032,181.0,Red Loam,6.68,63.0,1400.0,31.4,71.3,Grand Growth,72.36,39.76
Odisha,Co 86032,162.0,Red Loam,7.03,69.9,1400.0,31.4,69.5,Maturity,39.76,51.35
Odisha,Co 86032,150.0,Red Loam,6.81,59.1,1400.0,31.4,67.5,Harvest,51.35,41.56
Odisha,Co 86032,460.0,Red Loam,6.46,56.8,1400.0,31.4,71.9,Planting,41.56,49.08
Odisha,Co 86032,183.0,Red Loam,6.94,60.1,1400.0,31.4,64.0,Germination,49.08,48.8
Odisha,Co 86032,482.0,Red Loam,6.75,68.4,1400.0,31.4,66.9,Tillering,48.8,60.0
Odisha,Co 86032,715.0,Red Loam,6.0,51.4,1400.0,31.4,67.5,Grand Growth,60.0,48.93
Odisha,Co 86032,175.0,Red Loam,7.2,50.1,1400.0,31.4,73.5,Maturity,48.93,40.43
Odisha,Co 86032,165.0,Red Loam,6.15,48.9,1400.0,31.4,68.6,Harvest,40.43,42.38
Odisha,Co 86032,177.0,Red Loam,6.38,59.5,1400.0,31.4,74.6,Planting,42.38,56.77
Odisha,Co 86032,675.0,Red Loam,6.52,60.1,1400.0,31.4,76.5,Germination,56.77,54.93
Odisha,Co 86032,90.0,Red Loam,6.1,45.9,1400.0,31.4,68.0,Tillering,54.93,65.55
Odisha,Co 86032,546.0,Red Loam,6.39,55.8,1400.0,31.4,75.1,Grand Growth,65.55,60.78
Odisha,Co 86032,58.0,Red Loam,7.01,58.4,1400.0,31.4,58.9,Maturity,60.78,60.1
Odisha,Co 86032,92.0,Red Loam,6.15,54.6,1400.0,31.4,66.7,Harvest,60.1,64.43
Odisha,Co 86032,354.0,Red Loam,6.39,60.5,1400.0,31.4,74.6,Planting,64.43,67.7
Odisha,Co 86032,369.0,Black Soil,8.39,73.2,1400.0,31.4,70.7,Maturity,66.46,62.35
Odisha,Co 86032,1481.0,Red Loam,6.4,56.8,1400.0,31.4,72.1,Harvest,62.35,66.32
Odisha,Co 86032,1840.0,Red Loam,6.22,51.6,1400.0,31.4,78.2,Planting,66.32,83.41
Odisha,Co 86032,2939.0,Red Loam,6.92,48.8,1400.0,31.4,66.2,Germination,83.41,62.15
Odisha,Co 86032,1201.0,Red Loam,6.9,65.6,1400.0,31.4,71.8,Tillering,62.15,65.29
Odisha,Co 86032,400.0,Red Loam,6.69,57.9,1400.0,31.4,73.8,Grand Growth,65.29,64.64
Odisha,Co 86032,1626.0,Red Loam,6.24,54.3,1400.0,31.4,63.1,Maturity,64.64,54.21
Odisha,Co 86032,1205.0,Red Loam,7.1,67.0,1400.0,31.4,75.1,Harvest,54.21,94.59
Odisha,Co 86032,3615.0,Red Loam,6.9,54.0,1400.0,31.4,67.5,Planting,94.59,84.91
Odisha,Co 86032,3656.0,Red Loam,6.09,61.9,1400.0,31.4,73.0,Germination,84.91,74.95
Odisha,Co 86032,2450.0,Red Loam,7.33,56.5,1400.0,31.4,73.7,Tillering,74.95,64.57
Odisha,Co 86032,1788.0,Red Loam,6.37,53.1,1400.0,31.4,69.8,Grand Growth,64.57,66.29
Odisha,Co 86032,1071.0,Red Loam,6.92,60.2,1400.0,31.4,65.8,Maturity,66.29,84.13
Odisha,Co 86032,3245.0,Red Loam,5.85,46.4,1400.0,31.4,65.5,Harvest,84.13,87.94
Odisha,Co 86032,1620.0,Red Loam,6.83,58.1,1400.0,31.4,70.3,Planting,87.94,76.03
Odisha,Co 86032,2218.0,Red Loam,6.77,58.6,1400.0,31.4,79.3,Germination,76.03,83.16
Odisha,Co 86032,3537.0,Red Loam,7.01,61.2,1400.0,31.4,72.3,Tillering,83.16,100.3
Odisha,Co 86032,3362.0,Red Loam,6.29,57.4,1400.0,31.4,65.2,Grand Growth,100.3,89.41
Odisha,Co 86032,2261.0,Red Loam,5.84,54.5,1400.0,31.4,63.4,Maturity,89.41,70.61
Odisha,Co 86032,1.0,Red Loam,6.77,57.3,1400.0,31.4,71.5,Maturity,45.0,44.0
Odisha,Co 86032,160.0,Red Loam,6.37,62.4,1400.0,31.4,74.5,Harvest,44.0,64.25
Odisha,Co 86032,23.0,Red Loam,6.9,53.9,1400.0,31.4,68.9,Planting,64.25,36.0
Odisha,Co 86032,1.0,Red Loam,6.26,61.1,1400.0,31.4,66.2,Germination,36.0,37.2
Odisha,Co 86032,9.0,Red Loam,6.26,48.5,1400.0,31.4,70.3,Germination,45.0,46.11
Odisha,Co 86032,17.0,Red Loam,6.61,57.1,1400.0,31.4,78.9,Tillering,46.11,37.29
Odisha,Co 86032,30.0,Red Loam,6.13,46.8,1400.0,31.4,70.2,Grand Growth,37.29,50.67
Odisha,Co 86032,1.0,Red Loam,6.17,50.2,1400.0,31.4,66.5,Maturity,50.67,29.6
Odisha,Co 86032,7.0,Red Loam,6.65,63.1,1400.0,31.4,62.6,Harvest,29.6,34.4
Odisha,Co 86032,1.0,Red Loam,6.96,55.0,1400.0,31.4,73.5,Planting,34.4,48.6
Odisha,Co 86032,4.0,Red Loam,6.47,52.5,1400.0,31.4,69.1,Germination,48.6,45.2
Odisha,Co 86032,1.0,Red Loam,6.6,57.4,1400.0,31.4,68.2,Tillering,45.2,38.8
Odisha,Co 86032,34.0,Red Loam,6.64,52.5,1400.0,31.4,73.7,Grand Growth,38.8,45.31
Odisha,Co 86032,40.0,Red Loam,7.0,56.6,1400.0,31.4,74.8,Maturity,45.31,60.5
Odisha,Co 86032,63.0,Red Loam,6.53,58.3,1400.0,31.4,59.6,Harvest,60.5,37.87
Odisha,Co 86032,13.0,Red Loam,6.54,51.3,1400.0,31.4,66.4,Planting,37.87,9.6
Odisha,Co 86032,1.0,Red Loam,6.74,66.1,1400.0,31.4,70.2,Germination,45.0,16.9
Odisha,Co 86032,5.0,Red Loam,6.2,63.4,1400.0,31.4,68.1,Tillering,53.24,51.6
Odisha,Co 86032,4.0,Red Loam,6.87,56.0,1400.0,31.4,70.9,Grand Growth,51.6,59.0
Odisha,Co 86032,28.0,Red Loam,6.27,51.1,1400.0,31.4,69.2,Maturity,59.0,63.6
Odisha,Co 86032,6.0,Red Loam,6.26,58.1,1400.0,31.4,64.4,Harvest,63.6,58.4
Odisha,Co 86032,10.0,Red Loam,5.99,61.9,1400.0,31.4,74.0,Planting,58.4,64.4
Odisha,Co 86032,13.0,Red Loam,6.98,58.2,1400.0,31.4,66.7,Germination,64.4,74.4
Odisha,Co 86032,2833.0,Red Loam,6.79,56.0,1400.0,31.4,65.8,Grand Growth,57.32,55.39
Odisha,Co 86032,1925.0,Red Loam,6.38,42.9,1400.0,31.4,63.0,Maturity,55.39,51.85
Odisha,Co 86032,3910.0,Red Loam,6.17,65.5,1400.0,31.4,65.0,Harvest,51.85,34.85
Odisha,Co 86032,754.0,Red Loam,6.15,55.8,1400.0,31.4,62.5,Planting,34.85,43.4
Odisha,Co 86032,1403.0,Red Loam,7.35,58.6,1400.0,31.4,76.1,Germination,43.4,40.25
Odisha,Co 86032,2528.0,Red Loam,7.23,53.8,1400.0,31.4,68.8,Tillering,40.25,42.6
Odisha,Co 86032,859.0,Red Loam,6.04,54.3,1400.0,31.4,69.0,Grand Growth,42.6,49.13
Odisha,Co 86032,1883.0,Red Loam,6.52,54.4,1400.0,31.4,60.2,Maturity,49.13,41.83
Odisha,Co 86032,1156.0,Red Loam,6.61,59.1,1400.0,31.4,71.6,Harvest,41.83,43.51
Odisha,Co 86032,2458.0,Red Loam,6.52,45.9,1400.0,31.4,64.1,Planting,43.51,41.63
Odisha,Co 86032,4371.0,Red Loam,6.31,56.7,1400.0,31.4,65.8,Germination,41.63,23.45
Odisha,Co 86032,515.0,Red Loam,6.63,61.9,1400.0,31.4,67.9,Tillering,23.45,35.45
Odisha,Co 86032,883.0,Red Loam,7.19,61.4,1400.0,31.4,75.5,Grand Growth,35.45,46.05
Odisha,Co 86032,582.0,Red Loam,6.45,50.2,1400.0,31.4,72.7,Maturity,46.05,50.68
Odisha,Co 86032,2436.0,Red Loam,6.39,61.5,1400.0,31.4,65.6,Harvest,50.68,41.0
Odisha,Co 86032,3361.0,Red Loam,7.2,58.1,1400.0,31.4,75.6,Planting,41.0,51.14
Odisha,Co 86032,1061.0,Red Loam,6.68,58.8,1400.0,31.4,75.3,Germination,51.14,47.05
Odisha,Co 86032,1304.0,Red Loam,6.88,43.4,1400.0,31.4,75.4,Tillering,47.05,51.3
Odisha,Co 86032,614.0,Red Loam,6.29,50.8,1400.0,31.4,68.7,Grand Growth,51.3,66.09
Odisha,Co 86032,2046.0,Red Loam,7.26,57.7,1400.0,31.4,72.4,Grand Growth,63.77,60.21
Odisha,Co 86032,2608.0,Red Loam,6.63,58.1,1400.0,31.4,66.1,Maturity,60.21,64.43
Odisha,Co 86032,3000.0,Red Loam,5.86,58.2,1400.0,31.4,76.3,Harvest,64.43,75.73
Odisha,Co 86032,2356.0,Alluvial Soil,7.52,59.1,1400.0,31.4,66.6,Planting,75.73,61.71
Odisha,Co 86032,1443.0,Red Loam,7.01,63.4,1400.0,31.4,64.0,Germination,61.71,55.95
Odisha,Co 86032,1861.0,Red Loam,6.72,53.6,1400.0,31.4,69.4,Tillering,55.95,57.17
Odisha,Co 86032,2810.0,Red Loam,6.04,58.7,1400.0,31.4,67.6,Grand Growth,57.17,57.61
Odisha,Co 86032,1462.0,Red Loam,6.14,55.7,1400.0,31.4,65.7,Maturity,57.61,61.04
Odisha,Co 86032,2522.0,Red Loam,6.49,50.9,1400.0,31.4,68.4,Harvest,61.04,59.65
Odisha,Co 86032,3336.0,Red Loam,7.18,63.6,1400.0,31.4,65.8,Planting,59.65,70.46
Odisha,Co 86032,2840.0,Red Loam,6.37,63.9,1400.0,31.4,69.5,Germination,70.46,62.66
Odisha,Co 86032,1910.0,Red Loam,6.22,48.9,1400.0,31.4,71.1,Tillering,62.66,64.02
Odisha,Co 86032,1311.0,Red Loam,6.34,67.7,1400.0,31.4,71.0,Grand Growth,64.02,66.66
Odisha,Co 86032,2533.0,Red Loam,6.3,55.2,1400.0,31.4,70.0,Maturity,66.66,65.13
Odisha,Co 86032,2375.0,Red Loam,7.05,65.7,1400.0,31.4,72.4,Harvest,65.13,60.97
Odisha,Co 86032,1241.0,Red Loam,6.44,62.9,1400.0,31.4,71.6,Planting,60.97,68.36
Odisha,Co 86032,1354.0,Red Loam,6.69,57.0,1400.0,31.4,69.4,Germination,68.36,49.25
Odisha,Co 86032,1040.0,Red Loam,5.97,56.7,1400.0,31.4,67.2,Tillering,49.25,69.03
Odisha,Co 86032,537.0,Red Loam,6.16,56.1,1400.0,31.4,61.2,Grand Growth,69.03,49.29
Odisha,Co 86032,67.0,Red Loam,6.72,50.5,1400.0,31.4,68.2,Grand Growth,45.72,43.94
Odisha,Co 86032,38.0,Red Loam,6.32,53.3,1400.0,31.4,70.5,Maturity,43.94,50.53
Odisha,Co 86032,230.0,Black Soil,7.23,75.7,1400.0,31.4,56.5,Harvest,50.53,45.7
Odisha,Co 86032,18.0,Red Loam,6.21,56.3,1400.0,31.4,66.6,Planting,45.7,40.72
Odisha,Co 86032,11.0,Red Loam,6.17,54.7,1400.0,31.4,66.5,Germination,40.72,46.35
Odisha,Co 86032,10.0,Red Loam,6.62,58.3,1400.0,31.4,73.1,Tillering,46.35,35.03
Odisha,Co 86032,1.0,Red Loam,6.72,71.1,1400.0,31.4,61.4,Grand Growth,35.03,42.4
Odisha,Co 86032,7.0,Red Loam,6.9,58.1,1400.0,31.4,62.9,Maturity,42.4,55.0
Odisha,Co 86032,19.0,Red Loam,6.59,56.9,1400.0,31.4,74.9,Harvest,55.0,41.0
Odisha,Co 86032,8.0,Red Loam,6.38,57.0,1400.0,31.4,59.8,Planting,41.0,60.8
Odisha,Co 86032,11.0,Red Loam,6.24,53.6,1400.0,31.4,73.3,Germination,60.8,48.56
Odisha,Co 86032,8.0,Alluvial Soil,7.19,56.7,1400.0,31.4,65.3,Tillering,48.56,48.75
Odisha,Co 86032,1.0,Clay Loam,7.07,72.6,1400.0,31.4,70.5,Grand Growth,48.75,40.8
Odisha,Co 86032,5.0,Red Loam,6.48,64.6,1400.0,31.4,76.6,Maturity,40.8,33.6
Odisha,Co 86032,10.0,Red Loam,6.14,57.0,1400.0,31.4,76.1,Harvest,33.6,50.86
Odisha,Co 86032,8.0,Red Loam,6.8,59.7,1400.0,31.4,69.6,Planting,50.86,29.12
Odisha,Co 86032,2.0,Red Loam,6.25,56.6,1400.0,31.4,76.5,Germination,29.12,30.0
Odisha,Co 86032,296.0,Red Loam,6.48,58.2,1400.0,31.4,62.4,Maturity,45.0,36.94
Odisha,Co 86032,132.0,Red Loam,6.75,52.4,1400.0,31.4,66.3,Harvest,36.94,54.31
Odisha,Co 86032,290.0,Red Loam,6.62,63.1,1400.0,31.4,60.5,Planting,54.31,88.31
Odisha,Co 86032,64.0,Red Loam,6.82,64.0,1400.0,31.4,73.3,Germination,88.31,36.18
Odisha,Co 86032,19.0,Red Loam,6.56,50.8,1400.0,31.4,66.7,Tillering,36.18,36.04
Odisha,Co 86032,43.0,Red Loam,6.38,67.5,1400.0,31.4,70.4,Grand Growth,36.04,51.38
Odisha,Co 86032,168.0,Black Soil,7.42,73.9,1400.0,31.4,59.0,Maturity,51.38,66.71
Odisha,Co 86032,188.0,Black Soil,7.67,66.9,1400.0,31.4,74.7,Harvest,66.71,52.9
Odisha,Co 86032,257.0,Red Loam,6.67,47.4,1400.0,31.4,74.3,Planting,52.9,62.37
Odisha,Co 86032,232.0,Red Loam,6.52,56.6,1400.0,31.4,67.4,Germination,62.37,57.53
Odisha,Co 86032,370.0,Black Soil,7.26,68.1,1400.0,31.4,61.7,Tillering,57.53,38.8
Odisha,Co 86032,71.0,Red Loam,6.62,46.9,1400.0,31.4,64.6,Grand Growth,38.8,55.67
Odisha,Co 86032,4.0,Black Soil,7.53,65.1,1400.0,31.4,73.8,Maturity,55.67,59.2
Odisha,Co 86032,47.0,Red Loam,6.02,59.3,1400.0,31.4,77.3,Harvest,59.2,61.91
Odisha,Co 86032,60.0,Red Loam,6.91,57.7,1400.0,31.4,74.4,Planting,61.91,61.03
Odisha,Co 86032,164.0,Red Loam,6.92,52.1,1400.0,31.4,72.6,Germination,61.03,79.89
Odisha,Co 86032,159.0,Red Loam,6.17,55.5,1400.0,31.4,70.4,Tillering,79.89,78.83
Odisha,Co 86032,64.0,Red Loam,5.81,54.1,1400.0,31.4,73.8,Grand Growth,78.83,53.52
Odisha,Co 86032,10.0,Red Loam,6.9,53.3,1400.0,31.4,72.0,Maturity,53.52,52.1
Odisha,Co 86032,178.0,Clay Loam,7.16,69.1,1400.0,31.4,71.3,Tillering,45.0,39.47
Odisha,Co 86032,144.0,Red Loam,6.8,56.0,1400.0,31.4,68.3,Grand Growth,39.47,47.25
Odisha,Co 86032,190.0,Red Loam,6.45,63.3,1400.0,31.4,71.7,Maturity,47.25,57.84
Odisha,Co 86032,127.0,Red Loam,6.51,43.5,1400.0,31.4,76.7,Harvest,57.84,49.8
Odisha,Co 86032,66.0,Clay Loam,6.96,63.1,1400.0,31.4,74.7,Planting,49.8,41.94
Odisha,Co 86032,271.0,Red Loam,6.47,64.6,1400.0,31.4,68.9,Germination,41.94,39.78
Odisha,Co 86032,35.0,Red Loam,6.91,48.8,1400.0,31.4,71.1,Tillering,39.78,40.9
Odisha,Co 86032,40.0,Red Loam,6.27,60.7,1400.0,31.4,77.5,Grand Growth,40.9,29.27
Odisha,Co 86032,137.0,Red Loam,6.24,48.1,1400.0,31.4,75.0,Maturity,29.27,48.68
Odisha,Co 86032,58.0,Red Loam,7.29,57.8,1400.0,31.4,75.7,Harvest,48.68,45.38
Odisha,Co 86032,82.0,Red Loam,7.0,57.3,1400.0,31.4,74.5,Planting,45.38,36.32
Odisha,Co 86032,16.0,Red Loam,6.29,55.0,1400.0,31.4,67.4,Germination,36.32,34.0
Odisha,Co 86032,18.0,Red Loam,6.93,61.4,1400.0,31.4,67.7,Tillering,34.0,29.94
Odisha,Co 86032,72.0,Red Loam,6.57,57.6,1400.0,31.4,57.0,Grand Growth,29.94,60.0
Odisha,Co 86032,15.0,Red Loam,6.16,49.5,1400.0,31.4,61.8,Maturity,60.0,52.8
Odisha,Co 86032,19.0,Red Loam,5.92,46.9,1400.0,31.4,67.4,Harvest,52.8,68.4
Odisha,Co 86032,21.0,Sandy Loam,6.16,59.9,1400.0,31.4,76.4,Planting,68.4,82.5
Odisha,Co 86032,10.0,Sandy Loam,7.49,45.5,1400.0,31.4,75.7,Germination,82.5,46.8
Odisha,Co 86032,81.0,Red Loam,6.22,57.7,1400.0,31.4,71.9,Tillering,46.8,51.47
Odisha,Co 86032,41.0,Red Loam,6.44,52.8,1400.0,31.4,72.0,Harvest,61.25,59.51
Odisha,Co 86032,182.0,Red Loam,5.71,43.8,1400.0,31.4,81.8,Planting,59.51,56.79
Odisha,Co 86032,130.0,Red Loam,6.14,68.3,1400.0,31.4,62.7,Germination,56.79,65.31
Odisha,Co 86032,54.0,Red Loam,7.17,61.7,1400.0,31.4,64.5,Tillering,65.31,57.11
Odisha,Co 86032,32.0,Red Loam,6.6,41.5,1400.0,31.4,66.8,Grand Growth,57.11,50.35
Odisha,Co 86032,55.0,Red Loam,6.89,59.1,1400.0,31.4,74.6,Maturity,50.35,48.53
Odisha,Co 86032,48.0,Red Loam,6.55,49.7,1400.0,31.4,60.8,Harvest,48.53,61.29
Odisha,Co 86032,19.0,Sandy Loam,7.54,54.2,1400.0,31.4,78.5,Planting,61.29,55.33
Odisha,Co 86032,55.0,Red Loam,6.37,58.4,1400.0,31.4,69.4,Germination,55.33,55.2
Odisha,Co 86032,52.0,Red Loam,6.61,59.7,1400.0,31.4,68.3,Tillering,55.2,50.13
Odisha,Co 86032,49.0,Red Loam,6.7,62.9,1400.0,31.4,73.1,Grand Growth,50.13,59.13
Odisha,Co 86032,30.0,Red Loam,6.01,57.4,1400.0,31.4,65.4,Maturity,59.13,61.22
Odisha,Co 86032,30.0,Red Loam,6.47,61.7,1400.0,31.4,71.7,Harvest,61.22,51.6
Odisha,Co 86032,12.0,Red Loam,6.14,60.0,1400.0,31.4,78.5,Planting,51.6,43.92
Odisha,Co 86032,16.0,Red Loam,7.09,56.0,1400.0,31.4,72.0,Germination,43.92,44.17
Odisha,Co 86032,11.0,Red Loam,6.93,52.9,1400.0,31.4,64.4,Tillering,44.17,111.2
Odisha,Co 86032,8.0,Red Loam,6.38,62.5,1400.0,31.4,68.8,Grand Growth,111.2,38.15
Odisha,Co 86032,6.0,Red Loam,6.04,54.6,1400.0,31.4,68.3,Maturity,38.15,36.1
Odisha,Co 86032,7.0,Red Loam,6.22,52.8,1400.0,31.4,60.6,Harvest,36.1,41.33
Odisha,Co 86032,295.0,Red Loam,6.35,59.6,1400.0,31.4,68.7,Tillering,62.5,62.82
Odisha,Co 86032,487.0,Red Loam,6.57,48.4,1400.0,31.4,70.2,Grand Growth,62.82,57.78
Odisha,Co 86032,580.0,Red Loam,5.99,54.9,1400.0,31.4,66.0,Maturity,57.78,70.98
Odisha,Co 86032,76.0,Red Loam,6.31,67.2,1400.0,31.4,68.6,Harvest,70.98,60.41
Odisha,Co 86032,70.0,Red Loam,6.45,52.5,1400.0,31.4,68.8,Planting,60.41,51.84
Odisha,Co 86032,69.0,Red Loam,6.09,57.8,1400.0,31.4,66.8,Germination,51.84,50.79
Odisha,Co 86032,54.0,Red Loam,6.74,65.8,1400.0,31.4,64.8,Tillering,50.79,66.69
Odisha,Co 86032,72.0,Red Loam,6.74,53.4,1400.0,31.4,63.0,Grand Growth,66.69,61.9
Odisha,Co 86032,78.0,Red Loam,6.29,62.0,1400.0,31.4,72.0,Maturity,61.9,60.92
Odisha,Co 86032,72.0,Red Loam,6.39,49.9,1400.0,31.4,63.4,Harvest,60.92,59.85
Odisha,Co 86032,105.0,Red Loam,5.86,49.9,1400.0,31.4,69.5,Planting,59.85,72.55
Odisha,Co 86032,21.0,Sandy Loam,7.06,55.7,1400.0,31.4,70.8,Germination,72.55,61.17
Odisha,Co 86032,19.0,Red Loam,6.48,63.1,1400.0,31.4,65.1,Tillering,61.17,59.85
Odisha,Co 86032,43.0,Red Loam,6.23,59.7,1400.0,31.4,64.7,Grand Growth,59.85,73.26
Odisha,Co 86032,52.0,Red Loam,6.08,53.0,1400.0,31.4,71.6,Maturity,73.26,69.89
Odisha,Co 86032,52.0,Red Loam,6.79,57.8,1400.0,31.4,66.6,Harvest,69.89,77.92
Odisha,Co 86032,58.0,Clay Loam,7.48,72.2,1400.0,31.4,80.8,Planting,77.92,79.24
Odisha,Co 86032,55.0,Red Loam,6.81,56.0,1400.0,31.4,66.3,Germination,79.24,73.52
Odisha,Co 86032,1.0,Red Loam,6.39,52.1,1400.0,31.4,66.2,Tillering,73.52,52.0
Odisha,Co 86032,89.0,Red Loam,6.66,49.9,1400.0,31.4,66.5,Harvest,62.95,63.06
Odisha,Co 86032,60.0,Red Loam,6.92,58.1,1400.0,31.4,74.3,Planting,63.06,71.55
Odisha,Co 86032,210.0,Red Loam,6.58,57.5,1400.0,31.4,68.0,Germination,71.55,57.14
Odisha,Co 86032,172.0,Red Loam,6.89,55.2,1400.0,31.4,70.6,Tillering,57.14,71.02
Odisha,Co 86032,77.0,Clay Loam,6.68,68.4,1400.0,31.4,65.9,Grand Growth,71.02,67.14
Odisha,Co 86032,357.0,Red Loam,6.22,59.4,1400.0,31.4,75.4,Maturity,67.14,68.02
Odisha,Co 86032,146.0,Red Loam,6.52,58.5,1400.0,31.4,58.4,Harvest,68.02,60.88
Odisha,Co 86032,30.0,Red Loam,6.5,59.4,1400.0,31.4,65.1,Planting,60.88,73.38
Odisha,Co 86032,20.0,Red Loam,6.6,58.6,1400.0,31.4,75.6,Germination,73.38,48.62
Odisha,Co 86032,69.0,Red Loam,6.25,60.9,1400.0,31.4,76.9,Tillering,48.62,70.16
Odisha,Co 86032,167.0,Red Loam,7.05,72.5,1400.0,31.4,71.1,Grand Growth,70.16,64.48
Odisha,Co 86032,13.0,Sandy Loam,6.76,56.9,1400.0,31.4,66.9,Maturity,64.48,56.44
Odisha,Co 86032,3.0,Red Loam,6.96,61.4,1400.0,31.4,71.2,Harvest,56.44,56.6
